id,weight:float,answer:direction,timeStamp:DateTime,position:vector2,headDirection:vector3,DistanceToWalls:floatList,Score:float,myPartsNodes:vector2List,otherSnakePartsNode:vector2List,levelScore:float,fruitPos:vector2,inTrackToCollide:bool
596,1,up,27/08/2025 23:51:39,7/4,0/0/1,7 4 22 14,10,7/4 7/5 7/6,16/9 17/9 18/9,0,10/3,True
597,1,right,27/08/2025 23:51:40,7/3,0/0/1,7 3 22 15,10,7/3 7/4 7/5,15/9 16/9 17/9,0,10/3,True
598,1,right,27/08/2025 23:51:40,8/3,1/0/0,8 3 21 15,10,8/3 7/3 7/4,14/9 15/9 16/9,0,10/3,False
599,1,right,27/08/2025 23:51:40,9/3,1/0/0,9 3 20 15,10,9/3 8/3 7/3,13/9 14/9 15/9,0,10/3,False
600,1,right,27/08/2025 23:51:40,10/3,1/0/0,10 3 19 15,10,10/3 9/3,12/9 13/9 14/9,100,1/8,False
601,1,right,27/08/2025 23:51:40,11/3,1/0/0,11 3 18 15,10,11/3 10/3 9/3 8/3,11/9 12/9 13/9,100,1/8,False
602,1,right,27/08/2025 23:51:41,12/3,1/0/0,12 3 17 15,10,12/3 11/3 10/3 9/3,10/9 11/9 12/9,100,1/8,False
603,1,right,27/08/2025 23:51:41,13/3,1/0/0,13 3 16 15,10,13/3 12/3 11/3 10/3,9/9 10/9 11/9,100,1/8,False
604,1,right,27/08/2025 23:51:41,14/3,1/0/0,14 3 15 15,10,14/3 13/3 12/3 11/3,8/9 9/9 10/9,100,1/8,False
605,1,down,27/08/2025 23:51:41,15/3,1/0/0,15 3 14 15,10,15/3 14/3 13/3 12/3,7/9 8/9 9/9,100,1/8,False
606,1,down,27/08/2025 23:51:41,15/4,0/0/-1,15 4 14 14,10,15/4 15/3 14/3 13/3,6/9 7/9 8/9,100,1/8,False
607,1,down,27/08/2025 23:51:42,15/5,0/0/-1,15 5 14 13,10,15/5 15/4 15/3 14/3,5/9 6/9 7/9,100,1/8,False
608,1,down,27/08/2025 23:51:42,15/6,0/0/-1,15 6 14 12,10,15/6 15/5 15/4 15/3,4/9 5/9 6/9,100,1/8,False
609,1,down,27/08/2025 23:51:42,15/7,0/0/-1,15 7 14 11,10,15/7 15/6 15/5 15/4,3/9 4/9 5/9,100,1/8,False
610,1,down,27/08/2025 23:51:42,15/8,0/0/-1,15 8 14 10,10,15/8 15/7 15/6 15/5,2/9 3/9 4/9,100,1/8,False
611,1,down,27/08/2025 23:51:42,15/9,0/0/-1,15 9 14 9,10,15/9 15/8 15/7 15/6,1/9 2/9 3/9,100,1/8,False
612,1,down,27/08/2025 23:51:43,15/10,0/0/-1,15 10 14 8,10,15/10 15/9 15/8 15/7,1/8 1/9,100,1/8,False
613,1,down,27/08/2025 23:51:43,15/11,0/0/-1,15 11 14 7,10,15/11 15/10 15/9 15/8,1/7 1/8 1/9 2/9,100,13/13,False
614,1,down,27/08/2025 23:51:43,15/12,0/0/-1,15 12 14 6,10,15/12 15/11 15/10 15/9,2/7 1/7 1/8 1/9,100,13/13,False
615,1,down,27/08/2025 23:51:43,15/13,0/0/-1,15 13 14 5,10,15/13 15/12 15/11 15/10,3/7 2/7 1/7 1/8,100,13/13,True
616,1,left,27/08/2025 23:51:43,15/14,0/0/-1,15 14 14 4,10,15/14 15/13 15/12 15/11,4/7 3/7 2/7 1/7,100,13/13,True
617,1,left,27/08/2025 23:51:44,14/14,-1/0/0,14 14 15 4,10,14/14 15/14 15/13 15/12,5/7 4/7 3/7 2/7,100,13/13,False
618,1,up,27/08/2025 23:51:44,13/14,-1/0/0,13 14 16 4,10,13/14 14/14 15/14 15/13,6/7 5/7 4/7 3/7,100,13/13,False
619,1,up,27/08/2025 23:51:44,13/13,0/0/1,13 13 16 5,10,13/13 13/14 14/14,7/7 6/7 5/7 4/7,200,25/15,False
620,1,right,27/08/2025 23:51:44,13/12,0/0/1,13 12 16 6,10,13/12 13/13 13/14 14/14 15/14,8/7 7/7 6/7 5/7,200,25/15,False
621,1,right,27/08/2025 23:51:44,14/12,1/0/0,14 12 15 6,10,14/12 13/12 13/13 13/14 14/14,9/7 8/7 7/7 6/7,200,25/15,False
622,1,right,27/08/2025 23:51:45,15/12,1/0/0,15 12 14 6,10,15/12 14/12 13/12 13/13 13/14,10/7 9/7 8/7 7/7,200,25/15,False
623,1,right,27/08/2025 23:51:45,16/12,1/0/0,16 12 13 6,10,16/12 15/12 14/12 13/12 13/13,11/7 10/7 9/7 8/7,200,25/15,False
624,1,right,27/08/2025 23:51:45,17/12,1/0/0,17 12 12 6,10,17/12 16/12 15/12 14/12 13/12,12/7 11/7 10/7 9/7,200,25/15,False
625,1,right,27/08/2025 23:51:45,18/12,1/0/0,18 12 11 6,10,18/12 17/12 16/12 15/12 14/12,13/7 12/7 11/7 10/7,200,25/15,False
626,1,up,27/08/2025 23:51:45,19/12,1/0/0,19 12 10 6,10,19/12 18/12 17/12 16/12 15/12,14/7 13/7 12/7 11/7,200,25/15,False
627,1,left,27/08/2025 23:51:46,19/11,0/0/1,19 11 10 7,10,19/11 19/12 18/12 17/12 16/12,15/7 14/7 13/7 12/7,200,25/15,False
628,1,left,27/08/2025 23:51:46,18/11,-1/0/0,18 11 11 7,10,18/11 19/11 19/12 18/12 17/12,16/7 15/7 14/7 13/7,200,25/15,False
629,1,left,27/08/2025 23:51:46,17/11,-1/0/0,17 11 12 7,10,17/11 18/11 19/11 19/12 18/12,17/7 16/7 15/7 14/7,200,25/15,False
630,1,left,27/08/2025 23:51:46,16/11,-1/0/0,16 11 13 7,10,16/11 17/11 18/11 19/11 19/12,18/7 17/7 16/7 15/7,200,25/15,False
631,1,left,27/08/2025 23:51:46,15/11,-1/0/0,15 11 14 7,10,15/11 16/11 17/11 18/11 19/11,19/7 18/7 17/7 16/7,200,25/15,False
632,1,left,27/08/2025 23:51:47,14/11,-1/0/0,14 11 15 7,10,14/11 15/11 16/11 17/11 18/11,20/7 19/7 18/7 17/7,200,25/15,False
633,1,up,27/08/2025 23:51:47,13/11,-1/0/0,13 11 16 7,10,13/11 14/11 15/11 16/11 17/11,21/7 20/7 19/7 18/7,200,25/15,False
634,1,up,27/08/2025 23:51:47,13/10,0/0/1,13 10 16 8,10,13/10 13/11 14/11 15/11 16/11,22/7 21/7 20/7 19/7,200,25/15,False
635,1,up,27/08/2025 23:51:47,13/9,0/0/1,13 9 16 9,10,13/9 13/10 13/11 14/11 15/11,23/7 22/7 21/7 20/7,200,25/15,False
636,1,up,27/08/2025 23:51:47,13/8,0/0/1,13 8 16 10,10,13/8 13/9 13/10 13/11 14/11,24/7 23/7 22/7 21/7,200,25/15,False
637,1,up,27/08/2025 23:51:48,13/7,0/0/1,13 7 16 11,10,13/7 13/8 13/9 13/10 13/11,25/7 24/7 23/7 22/7,200,25/15,False
638,1,up,27/08/2025 23:51:48,13/6,0/0/1,13 6 16 12,10,13/6 13/7 13/8 13/9 13/10,25/8 25/7 24/7 23/7,200,25/15,False
639,1,up,27/08/2025 23:51:48,13/5,0/0/1,13 5 16 13,10,13/5 13/6 13/7 13/8 13/9,25/9 25/8 25/7 24/7,200,25/15,True
640,1,up,27/08/2025 23:51:48,13/4,0/0/1,13 4 16 14,10,13/4 13/5 13/6 13/7 13/8,25/10 25/9 25/8 25/7,200,25/15,True
641,1,right,27/08/2025 23:51:48,13/3,0/0/1,13 3 16 15,10,13/3 13/4 13/5 13/6 13/7,25/11 25/10 25/9 25/8,200,25/15,True
642,1,right,27/08/2025 23:51:49,14/3,1/0/0,14 3 15 15,10,14/3 13/3 13/4 13/5 13/6,25/12 25/11 25/10 25/9,200,25/15,False
643,1,right,27/08/2025 23:51:49,15/3,1/0/0,15 3 14 15,10,15/3 14/3 13/3 13/4 13/5,25/13 25/12 25/11 25/10,200,25/15,False
644,1,down,27/08/2025 23:51:49,16/3,1/0/0,16 3 13 15,10,16/3 15/3 14/3 13/3 13/4,25/14 25/13 25/12 25/11,200,25/15,False
645,1,down,27/08/2025 23:51:49,16/4,0/0/-1,16 4 13 14,10,16/4 16/3 15/3 14/3 13/3,25/15 25/14 25/13,200,25/15,False
646,1,down,27/08/2025 23:51:49,16/5,0/0/-1,16 5 13 13,10,16/5 16/4 16/3 15/3 14/3,25/16 25/15 25/14 25/13 25/12,200,22/16,False
647,1,down,27/08/2025 23:51:50,16/6,0/0/-1,16 6 13 12,10,16/6 16/5 16/4 16/3 15/3,25/17 25/16 25/15 25/14 25/13,200,22/16,False
648,1,down,27/08/2025 23:51:50,16/7,0/0/-1,16 7 13 11,10,16/7 16/6 16/5 16/4 16/3,24/17 25/17 25/16 25/15 25/14,200,22/16,False
649,1,down,27/08/2025 23:51:50,16/8,0/0/-1,16 8 13 10,10,16/8 16/7 16/6 16/5 16/4,23/17 24/17 25/17 25/16 25/15,200,22/16,False
650,1,down,27/08/2025 23:51:50,16/9,0/0/-1,16 9 13 9,10,16/9 16/8 16/7 16/6 16/5,22/17 23/17 24/17 25/17 25/16,200,22/16,False
651,1,down,27/08/2025 23:51:50,16/10,0/0/-1,16 10 13 8,10,16/10 16/9 16/8 16/7 16/6,21/17 22/17 23/17 24/17 25/17,200,22/16,False
652,1,down,27/08/2025 23:51:51,16/11,0/0/-1,16 11 13 7,10,16/11 16/10 16/9 16/8 16/7,21/16 21/17 22/17 23/17 24/17,200,22/16,False
653,1,down,27/08/2025 23:51:51,16/12,0/0/-1,16 12 13 6,10,16/12 16/11 16/10 16/9 16/8,21/15 21/16 21/17 22/17 23/17,200,22/16,False
654,1,down,27/08/2025 23:51:51,16/13,0/0/-1,16 13 13 5,10,16/13 16/12 16/11 16/10 16/9,21/14 21/15 21/16 21/17 22/17,200,22/16,True
655,1,down,27/08/2025 23:51:51,16/14,0/0/-1,16 14 13 4,10,16/14 16/13 16/12 16/11 16/10,21/13 21/14 21/15 21/16 21/17,200,22/16,True
656,1,down,27/08/2025 23:51:51,16/15,0/0/-1,16 15 13 3,10,16/15 16/14 16/13 16/12 16/11,21/12 21/13 21/14 21/15 21/16,200,22/16,True
657,1,right,27/08/2025 23:51:52,16/16,0/0/-1,16 16 13 2,10,16/16 16/15 16/14 16/13 16/12,21/11 21/12 21/13 21/14 21/15,200,22/16,True
658,1,right,27/08/2025 23:51:52,17/16,1/0/0,17 16 12 2,10,17/16 16/16 16/15 16/14 16/13,21/10 21/11 21/12 21/13 21/14,200,22/16,False
659,1,right,27/08/2025 23:51:52,18/16,1/0/0,18 16 11 2,10,18/16 17/16 16/16 16/15 16/14,21/9 21/10 21/11 21/12 21/13,200,22/16,False
660,1,right,27/08/2025 23:51:52,19/16,1/0/0,19 16 10 2,10,19/16 18/16 17/16 16/16 16/15,21/8 21/9 21/10 21/11 21/12,200,22/16,False
661,1,right,27/08/2025 23:51:52,20/16,1/0/0,20 16 9 2,10,20/16 19/16 18/16 17/16 16/16,21/7 21/8 21/9 21/10 21/11,200,22/16,False
662,1,right,27/08/2025 23:51:53,21/16,1/0/0,21 16 8 2,10,21/16 20/16 19/16 18/16 17/16,21/6 21/7 21/8 21/9 21/10,200,22/16,False
663,1,up,27/08/2025 23:51:53,22/16,1/0/0,22 16 7 2,10,22/16 21/16 20/16 19/16,21/5 21/6 21/7 21/8 21/9,300,26/10,False
664,1,up,27/08/2025 23:51:53,22/15,0/0/1,22 15 7 3,10,22/15 22/16 21/16 20/16 19/16 18/16,21/4 21/5 21/6 21/7 21/8,300,26/10,False
665,1,up,27/08/2025 23:51:53,22/14,0/0/1,22 14 7 4,10,22/14 22/15 22/16 21/16 20/16 19/16,20/4 21/4 21/5 21/6 21/7,300,26/10,False
666,1,up,27/08/2025 23:51:53,22/13,0/0/1,22 13 7 5,10,22/13 22/14 22/15 22/16 21/16 20/16,19/4 20/4 21/4 21/5 21/6,300,26/10,False
667,1,right,27/08/2025 23:51:54,22/12,0/0/1,22 12 7 6,10,22/12 22/13 22/14 22/15 22/16 21/16,18/4 19/4 20/4 21/4 21/5,300,26/10,False
668,1,right,27/08/2025 23:51:54,23/12,1/0/0,23 12 6 6,10,23/12 22/12 22/13 22/14 22/15 22/16,17/4 18/4 19/4 20/4 21/4,300,26/10,False
669,1,right,27/08/2025 23:51:54,24/12,1/0/0,24 12 5 6,10,24/12 23/12 22/12 22/13 22/14 22/15,16/4 17/4 18/4 19/4 20/4,300,26/10,False
670,1,right,27/08/2025 23:51:54,25/12,1/0/0,25 12 4 6,10,25/12 24/12 23/12 22/12 22/13 22/14,15/4 16/4 17/4 18/4 19/4,300,26/10,True
671,1,up,27/08/2025 23:51:54,26/12,1/0/0,26 12 3 6,10,26/12 25/12 24/12 23/12 22/12 22/13,14/4 15/4 16/4 17/4 18/4,300,26/10,True
672,1,up,27/08/2025 23:51:55,26/11,0/0/1,26 11 3 7,10,26/11 26/12 25/12 24/12 23/12 22/12,13/4 14/4 15/4 16/4 17/4,300,26/10,False
673,1,up,27/08/2025 23:51:55,26/10,0/0/1,26 10 3 8,10,26/10 26/11 26/12 25/12 24/12,12/4 13/4 14/4 15/4 16/4,400,8/4,False
674,1,left,27/08/2025 23:51:55,26/9,0/0/1,26 9 3 9,10,26/9 26/10 26/11 26/12 25/12 24/12 23/12,11/4 12/4 13/4 14/4 15/4,400,8/4,False
675,1,left,27/08/2025 23:51:55,25/9,-1/0/0,25 9 4 9,10,25/9 26/9 26/10 26/11 26/12 25/12 24/12,10/4 11/4 12/4 13/4 14/4,400,8/4,False
676,1,left,27/08/2025 23:51:55,24/9,-1/0/0,24 9 5 9,10,24/9 25/9 26/9 26/10 26/11 26/12 25/12,9/4 10/4 11/4 12/4 13/4,400,8/4,False
677,1,left,27/08/2025 23:51:56,23/9,-1/0/0,23 9 6 9,10,23/9 24/9 25/9 26/9 26/10 26/11 26/12,8/4 9/4 10/4 11/4,400,8/4,False
678,1,left,27/08/2025 23:51:56,22/9,-1/0/0,22 9 7 9,10,22/9 23/9 24/9 25/9 26/9 26/10 26/11,7/4 8/4 9/4 10/4 11/4 12/4,400,15/15,False
679,1,left,27/08/2025 23:51:56,21/9,-1/0/0,21 9 8 9,10,21/9 22/9 23/9 24/9 25/9 26/9 26/10,6/4 7/4 8/4 9/4 10/4 11/4,400,15/15,False
680,1,left,27/08/2025 23:51:56,20/9,-1/0/0,20 9 9 9,10,20/9 21/9 22/9 23/9 24/9 25/9 26/9,5/4 6/4 7/4 8/4 9/4 10/4,400,15/15,False
681,1,left,27/08/2025 23:51:56,19/9,-1/0/0,19 9 10 9,10,19/9 20/9 21/9 22/9 23/9 24/9 25/9,4/4 5/4 6/4 7/4 8/4 9/4,400,15/15,False
682,1,left,27/08/2025 23:51:57,18/9,-1/0/0,18 9 11 9,10,18/9 19/9 20/9 21/9 22/9 23/9 24/9,4/5 4/4 5/4 6/4 7/4 8/4,400,15/15,False
683,1,left,27/08/2025 23:51:57,17/9,-1/0/0,17 9 12 9,10,17/9 18/9 19/9 20/9 21/9 22/9 23/9,4/6 4/5 4/4 5/4 6/4 7/4,400,15/15,False
684,1,left,27/08/2025 23:51:57,16/9,-1/0/0,16 9 13 9,10,16/9 17/9 18/9 19/9 20/9 21/9 22/9,4/7 4/6 4/5 4/4 5/4 6/4,400,15/15,False
685,1,down,27/08/2025 23:51:57,15/9,-1/0/0,15 9 14 9,10,15/9 16/9 17/9 18/9 19/9 20/9 21/9,4/8 4/7 4/6 4/5 4/4 5/4,400,15/15,False
686,1,down,27/08/2025 23:51:57,15/10,0/0/-1,15 10 14 8,10,15/10 15/9 16/9 17/9 18/9 19/9 20/9,4/9 4/8 4/7 4/6 4/5 4/4,400,15/15,False
687,1,down,27/08/2025 23:51:58,15/11,0/0/-1,15 11 14 7,10,15/11 15/10 15/9 16/9 17/9 18/9 19/9,4/10 4/9 4/8 4/7 4/6 4/5,400,15/15,False
688,1,down,27/08/2025 23:51:58,15/12,0/0/-1,15 12 14 6,10,15/12 15/11 15/10 15/9 16/9 17/9 18/9,4/11 4/10 4/9 4/8 4/7 4/6,400,15/15,False
689,1,down,27/08/2025 23:51:58,15/13,0/0/-1,15 13 14 5,10,15/13 15/12 15/11 15/10 15/9 16/9 17/9,4/12 4/11 4/10 4/9 4/8 4/7,400,15/15,True
690,1,down,27/08/2025 23:51:58,15/14,0/0/-1,15 14 14 4,10,15/14 15/13 15/12 15/11 15/10 15/9 16/9,5/12 4/12 4/11 4/10 4/9 4/8,400,15/15,True
691,1,down,27/08/2025 23:51:58,15/15,0/0/-1,15 15 14 3,10,15/15 15/14 15/13 15/12 15/11 15/10,6/12 5/12 4/12 4/11 4/10 4/9,500,2/1,True
692,1,down,27/08/2025 23:51:59,15/16,0/0/-1,15 16 14 2,10,15/16 15/15 15/14 15/13 15/12 15/11 15/10 15/9,6/11 6/12 5/12 4/12 4/11 4/10,500,2/1,True
693,1,up,27/08/2025 23:51:59,15/17,0/0/-1,15 17 14 1,10,15/17 15/16 15/15 15/14 15/13 15/12 15/11 15/10,6/10 6/11 6/12 5/12 4/12 4/11,500,2/1,True
694,1,up,27/08/2025 23:52:01,15/18,1/0/0,15 18 14 0,10,3/9 2/9 1/9,25/9 26/9 27/9,300,15/7,False
695,1,up,27/08/2025 23:52:02,4/9,1/0/0,4 9 25 9,10,4/9 3/9 2/9,24/9 25/9 26/9,300,15/7,False
696,1,up,27/08/2025 23:52:02,5/9,1/0/0,5 9 24 9,10,5/9 4/9 3/9,23/9 24/9 25/9,300,15/7,False
697,1,up,27/08/2025 23:52:02,6/9,1/0/0,6 9 23 9,10,6/9 5/9 4/9,22/9 23/9 24/9,300,15/7,False
698,1,up,27/08/2025 23:52:02,7/9,1/0/0,7 9 22 9,10,7/9 6/9 5/9,21/9 22/9 23/9,300,15/7,False
699,1,up,27/08/2025 23:52:02,8/9,1/0/0,8 9 21 9,10,8/9 7/9 6/9,20/9 21/9 22/9,300,15/7,False
700,1,up,27/08/2025 23:52:03,9/9,1/0/0,9 9 20 9,10,9/9 8/9 7/9,19/9 20/9 21/9,300,15/7,False
701,1,up,27/08/2025 23:52:03,9/8,0/0/1,9 8 20 10,10,9/8 9/9 8/9,18/9 19/9 20/9,300,15/7,False
702,1,right,27/08/2025 23:52:03,9/7,0/0/1,9 7 20 11,10,9/7 9/8 9/9,17/9 18/9 19/9,300,15/7,False
703,1,right,27/08/2025 23:52:03,10/7,1/0/0,10 7 19 11,10,10/7 9/7 9/8,16/9 17/9 18/9,300,15/7,False
704,1,right,27/08/2025 23:52:03,11/7,1/0/0,11 7 18 11,10,11/7 10/7 9/7,15/9 16/9 17/9,300,15/7,False
705,1,right,27/08/2025 23:52:04,12/7,1/0/0,12 7 17 11,10,12/7 11/7 10/7,14/9 15/9 16/9,300,15/7,False
706,1,right,27/08/2025 23:52:04,13/7,1/0/0,13 7 16 11,10,13/7 12/7 11/7,13/9 14/9 15/9,300,15/7,False
707,1,right,27/08/2025 23:52:04,14/7,1/0/0,14 7 15 11,10,14/7 13/7 12/7,12/9 13/9 14/9,300,15/7,False
708,1,right,27/08/2025 23:52:04,15/7,1/0/0,15 7 14 11,10,15/7 14/7,11/9 12/9 13/9,400,21/9,False
709,1,right,27/08/2025 23:52:04,16/7,1/0/0,16 7 13 11,10,16/7 15/7 14/7 13/7,10/9 11/9 12/9,400,21/9,False
710,1,right,27/08/2025 23:52:05,17/7,1/0/0,17 7 12 11,10,17/7 16/7 15/7 14/7,9/9 10/9 11/9,400,21/9,False
711,1,right,27/08/2025 23:52:05,18/7,1/0/0,18 7 11 11,10,18/7 17/7 16/7 15/7,9/10 9/9 10/9,400,21/9,False
712,1,right,27/08/2025 23:52:05,19/7,1/0/0,19 7 10 11,10,19/7 18/7 17/7 16/7,9/11 9/10 9/9,400,21/9,False
713,1,right,27/08/2025 23:52:05,20/7,1/0/0,20 7 9 11,10,20/7 19/7 18/7 17/7,9/12 9/11 9/10,400,21/9,False
714,1,right,27/08/2025 23:52:05,21/7,1/0/0,21 7 8 11,10,21/7 20/7 19/7 18/7,9/13 9/12 9/11,400,21/9,False
715,1,right,27/08/2025 23:52:06,22/7,1/0/0,22 7 7 11,10,22/7 21/7 20/7 19/7,9/14 9/13 9/12,400,21/9,False
716,1,down,27/08/2025 23:52:06,23/7,1/0/0,23 7 6 11,10,23/7 22/7 21/7 20/7,9/15 9/14 9/13,400,21/9,False
717,1,down,27/08/2025 23:52:06,23/8,0/0/-1,23 8 6 10,10,23/8 23/7 22/7 21/7,8/15 9/15 9/14,400,21/9,False
718,1,down,27/08/2025 23:52:06,23/9,0/0/-1,23 9 6 9,10,23/9 23/8 23/7 22/7,7/15 8/15 9/15,400,21/9,False
719,1,down,27/08/2025 23:52:06,23/10,0/0/-1,23 10 6 8,10,23/10 23/9 23/8 23/7,6/15 7/15 8/15,400,21/9,False
720,1,left,27/08/2025 23:52:07,23/11,0/0/-1,23 11 6 7,10,23/11 23/10 23/9 23/8,5/15 6/15 7/15,400,21/9,False
721,1,left,27/08/2025 23:52:07,22/11,-1/0/0,22 11 7 7,10,22/11 23/11 23/10 23/9,4/15 5/15 6/15,400,21/9,False
722,1,up,27/08/2025 23:52:07,21/11,-1/0/0,21 11 8 7,10,21/11 22/11 23/11 23/10,3/15 4/15 5/15,400,21/9,False
723,1,up,27/08/2025 23:52:07,21/10,0/0/1,21 10 8 8,10,21/10 21/11 22/11 23/11,3/14 3/15 4/15,400,21/9,False
724,1,up,27/08/2025 23:52:07,21/9,0/0/1,21 9 8 9,10,21/9 21/10 21/11,3/13 3/14 3/15,500,13/7,False
725,1,up,27/08/2025 23:52:08,21/8,0/0/1,21 8 8 10,10,21/8 21/9 21/10 21/11 22/11,3/12 3/13 3/14,500,13/7,False
726,1,up,27/08/2025 23:52:08,21/7,0/0/1,21 7 8 11,10,21/7 21/8 21/9 21/10 21/11,3/11 3/12 3/13,500,13/7,False
727,1,up,27/08/2025 23:52:08,22/7,1/0/0,22 7 7 11,10,22/7 21/7 21/8 21/9 21/10,2/11 3/11 3/12,500,13/7,False
728,1,up,27/08/2025 23:52:08,23/7,1/0/0,23 7 6 11,10,23/7 22/7 21/7 21/8 21/9,1/11 2/11 3/11,500,13/7,False
729,1,up,27/08/2025 23:52:10,24/7,1/0/0,24 7 5 11,10,3/9 2/9 1/9,26/9 27/9 28/9,500,13/7,False
730,1,up,27/08/2025 23:52:10,4/9,1/0/0,4 9 25 9,10,4/9 3/9 2/9,25/9 26/9 27/9,500,15/12,False
731,1,up,27/08/2025 23:52:10,5/9,1/0/0,5 9 24 9,10,5/9 4/9 3/9,24/9 25/9 26/9,500,15/12,False
732,1,up,27/08/2025 23:52:10,6/9,1/0/0,6 9 23 9,10,6/9 5/9 4/9,23/9 24/9 25/9,500,15/12,False
733,1,up,27/08/2025 23:52:10,7/9,1/0/0,7 9 22 9,10,7/9 6/9 5/9,22/9 23/9 24/9,500,15/12,False
734,1,down,27/08/2025 23:52:11,8/9,1/0/0,8 9 21 9,10,8/9 7/9 6/9,21/9 22/9 23/9,500,15/12,False
735,1,down,27/08/2025 23:52:11,8/10,0/0/-1,8 10 21 8,10,8/10 8/9 7/9,20/9 21/9 22/9,500,15/12,False
736,1,down,27/08/2025 23:52:11,8/11,0/0/-1,8 11 21 7,10,8/11 8/10 8/9,19/9 20/9 21/9,500,15/12,False
737,1,right,27/08/2025 23:52:11,8/12,0/0/-1,8 12 21 6,10,8/12 8/11 8/10,18/9 19/9 20/9,500,15/12,False
738,1,right,27/08/2025 23:52:11,9/12,1/0/0,9 12 20 6,10,9/12 8/12 8/11,17/9 18/9 19/9,500,15/12,False
739,1,right,27/08/2025 23:52:12,10/12,1/0/0,10 12 19 6,10,10/12 9/12 8/12,16/9 17/9 18/9,500,15/12,False
740,1,right,27/08/2025 23:52:12,11/12,1/0/0,11 12 18 6,10,11/12 10/12 9/12,15/9 16/9 17/9,500,15/12,False
741,1,right,27/08/2025 23:52:12,12/12,1/0/0,12 12 17 6,10,12/12 11/12 10/12,14/9 15/9 16/9,500,15/12,False
742,1,right,27/08/2025 23:52:12,13/12,1/0/0,13 12 16 6,10,13/12 12/12 11/12,13/9 14/9 15/9,500,15/12,False
743,1,right,27/08/2025 23:52:12,14/12,1/0/0,14 12 15 6,10,14/12 13/12 12/12,12/9 13/9 14/9,500,15/12,False
744,1,right,27/08/2025 23:52:13,15/12,1/0/0,15 12 14 6,10,15/12 14/12,11/9 12/9 13/9,600,2/3,False
745,1,right,27/08/2025 23:52:13,16/12,1/0/0,16 12 13 6,10,16/12 15/12 14/12 13/12,10/9 11/9 12/9,600,2/3,False
746,1,right,27/08/2025 23:52:13,17/12,1/0/0,17 12 12 6,10,17/12 16/12 15/12 14/12,10/8 10/9 11/9,600,2/3,False
747,1,right,27/08/2025 23:52:13,18/12,1/0/0,18 12 11 6,10,18/12 17/12 16/12 15/12,10/7 10/8 10/9,600,2/3,False
748,1,right,27/08/2025 23:52:13,19/12,1/0/0,19 12 10 6,10,19/12 18/12 17/12 16/12,9/7 10/7 10/8,600,2/3,False
749,1,right,27/08/2025 23:52:14,20/12,1/0/0,20 12 9 6,10,20/12 19/12 18/12 17/12,8/7 9/7 10/7,600,2/3,False
750,1,up,27/08/2025 23:52:14,21/12,1/0/0,21 12 8 6,10,21/12 20/12 19/12 18/12,7/7 8/7 9/7,600,2/3,False
751,1,up,27/08/2025 23:52:14,21/11,0/0/1,21 11 8 7,10,21/11 21/12 20/12 19/12,6/7 7/7 8/7,600,2/3,False
752,1,up,27/08/2025 23:52:14,21/10,0/0/1,21 10 8 8,10,21/10 21/11 21/12 20/12,5/7 6/7 7/7,600,2/3,False
753,1,up,27/08/2025 23:52:14,21/9,0/0/1,21 9 8 9,10,21/9 21/10 21/11 21/12,4/7 5/7 6/7,600,2/3,False
754,1,up,27/08/2025 23:52:15,21/8,0/0/1,21 8 8 10,10,21/8 21/9 21/10 21/11,3/7 4/7 5/7,600,2/3,False
755,1,up,27/08/2025 23:52:15,21/7,0/0/1,21 7 8 11,10,21/7 21/8 21/9 21/10,3/8 3/7 4/7,600,2/3,False
756,1,up,27/08/2025 23:52:15,21/6,0/0/1,21 6 8 12,10,21/6 21/7 21/8 21/9,3/9 3/8 3/7,600,2/3,False
757,1,left,27/08/2025 23:52:15,21/5,0/0/1,21 5 8 13,10,21/5 21/6 21/7 21/8,3/10 3/9 3/8,600,2/3,True
758,1,left,27/08/2025 23:52:15,20/5,-1/0/0,20 5 9 13,10,20/5 21/5 21/6 21/7,3/11 3/10 3/9,600,2/3,False
759,1,left,27/08/2025 23:52:16,19/5,-1/0/0,19 5 10 13,10,19/5 20/5 21/5 21/6,3/12 3/11 3/10,600,2/3,False
760,1,left,27/08/2025 23:52:16,18/5,-1/0/0,18 5 11 13,10,18/5 19/5 20/5 21/5,3/13 3/12 3/11,600,2/3,False
761,1,left,27/08/2025 23:52:16,17/5,-1/0/0,17 5 12 13,10,17/5 18/5 19/5 20/5,4/13 3/13 3/12,600,2/3,False
762,1,left,27/08/2025 23:52:16,16/5,-1/0/0,16 5 13 13,10,16/5 17/5 18/5 19/5,5/13 4/13 3/13,600,2/3,False
763,1,left,27/08/2025 23:52:16,15/5,-1/0/0,15 5 14 13,10,15/5 16/5 17/5 18/5,6/13 5/13 4/13,600,2/3,False
764,1,left,27/08/2025 23:52:17,14/5,-1/0/0,14 5 15 13,10,14/5 15/5 16/5 17/5,7/13 6/13 5/13,600,2/3,False
765,1,left,27/08/2025 23:52:17,13/5,-1/0/0,13 5 16 13,10,13/5 14/5 15/5 16/5,8/13 7/13 6/13,600,2/3,False
766,1,up,27/08/2025 23:52:17,12/5,-1/0/0,12 5 17 13,10,12/5 13/5 14/5 15/5,9/13 8/13 7/13,600,2/3,False
767,1,up,27/08/2025 23:52:17,12/4,0/0/1,12 4 17 14,10,12/4 12/5 13/5 14/5,10/13 9/13 8/13,600,2/3,True
