id,weight:float,answer:direction,position:vector2,headDirection:vector3,DistanceToWalls:floatList,Score:float,myPartsNodes:vector2List,otherSnakePartsNode:vector2List,levelScore:float,fruitPos:vector2,inTrackToCollide:bool
812,1,down,2/13,0/0/-1,2 13 27 5,10,2/13 2/12 2/11 3/11 4/11 4/12,7/4 8/4 9/4 10/4,3200,13/17,True
813,1,down,2/14,0/0/-1,2 14 27 4,10,2/14 2/13 2/12 2/11 3/11 4/11,6/4 7/4 8/4 9/4,3200,13/17,True
814,1,down,2/15,0/0/-1,2 15 27 3,10,2/15 2/14 2/13 2/12 2/11 3/11,5/4 6/4 7/4 8/4,3200,13/17,True
815,1,down,2/16,0/0/-1,2 16 27 2,10,2/16 2/15 2/14 2/13 2/12 2/11,4/4 5/4 6/4 7/4,3200,13/17,True
816,1,down,2/17,0/0/-1,2 17 27 1,10,2/17 2/16 2/15 2/14 2/13 2/12,3/4 4/4 5/4 6/4,3200,13/17,True
817,1,left,0/0,-1/0/0,0 0 29 18,10,26/9 27/9 28/9,3/9 2/9 1/9,0,16/8,True
818,1,left,25/9,-1/0/0,25 9 4 9,10,25/9 26/9 27/9,4/9 3/9 2/9,0,16/8,False
819,1,left,24/9,-1/0/0,24 9 5 9,10,24/9 25/9 26/9,5/9 4/9 3/9,0,16/8,False
820,1,left,23/9,-1/0/0,23 9 6 9,10,23/9 24/9 25/9,6/9 5/9 4/9,0,16/8,False
821,1,left,22/9,-1/0/0,22 9 7 9,10,22/9 23/9 24/9,7/9 6/9 5/9,0,16/8,False
822,1,left,21/9,-1/0/0,21 9 8 9,10,21/9 22/9 23/9,7/10 7/9 6/9,0,16/8,False
823,1,left,20/9,-1/0/0,20 9 9 9,10,20/9 21/9 22/9,7/11 7/10 7/9,0,16/8,False
824,1,up,19/9,-1/0/0,19 9 10 9,10,19/9 20/9 21/9,7/12 7/11 7/10,0,16/8,False
825,1,left,19/8,0/0/1,19 8 10 10,10,19/8 19/9 20/9,7/13 7/12 7/11,0,16/8,False
826,1,left,18/8,-1/0/0,18 8 11 10,10,18/8 19/8 19/9,7/14 7/13 7/12,0,16/8,False
827,1,left,17/8,-1/0/0,17 8 12 10,10,17/8 18/8 19/8,7/15 7/14 7/13,0,16/8,False
828,1,left,16/8,-1/0/0,16 8 13 10,10,16/8 17/8,8/15 7/15 7/14,100,26/7,False
829,1,left,15/8,-1/0/0,15 8 14 10,10,15/8 16/8 17/8 18/8,9/15 8/15 7/15,100,26/7,False
830,1,up,14/8,-1/0/0,14 8 15 10,10,14/8 15/8 16/8 17/8,10/15 9/15 8/15,100,26/7,False
831,1,up,14/7,0/0/1,14 7 15 11,10,14/7 14/8 15/8 16/8,11/15 10/15 9/15,100,26/7,False
832,1,right,14/6,0/0/1,14 6 15 12,10,14/6 14/7 14/8 15/8,12/15 11/15 10/15,100,26/7,False
833,1,right,15/6,1/0/0,15 6 14 12,10,15/6 14/6 14/7 14/8,13/15 12/15 11/15,100,26/7,False
834,1,right,16/6,1/0/0,16 6 13 12,10,16/6 15/6 14/6 14/7,14/15 13/15 12/15,100,26/7,False
835,1,right,17/6,1/0/0,17 6 12 12,10,17/6 16/6 15/6 14/6,15/15 14/15 13/15,100,26/7,False
836,1,right,18/6,1/0/0,18 6 11 12,10,18/6 17/6 16/6 15/6,16/15 15/15 14/15,100,26/7,False
837,1,right,19/6,1/0/0,19 6 10 12,10,19/6 18/6 17/6 16/6,16/14 16/15 15/15,100,26/7,False
838,1,right,20/6,1/0/0,20 6 9 12,10,20/6 19/6 18/6 17/6,16/13 16/14 16/15,100,26/7,False
839,1,right,21/6,1/0/0,21 6 8 12,10,21/6 20/6 19/6 18/6,15/13 16/13 16/14,100,26/7,False
840,1,right,22/6,1/0/0,22 6 7 12,10,22/6 21/6 20/6 19/6,14/13 15/13 16/13,100,26/7,False
841,1,right,23/6,1/0/0,23 6 6 12,10,23/6 22/6 21/6 20/6,13/13 14/13 15/13,100,26/7,False
842,1,right,24/6,1/0/0,24 6 5 12,10,24/6 23/6 22/6 21/6,12/13 13/13 14/13,100,26/7,False
843,1,right,25/6,1/0/0,25 6 4 12,10,25/6 24/6 23/6 22/6,11/13 12/13 13/13,100,26/7,True
844,1,down,26/6,1/0/0,26 6 3 12,10,26/6 25/6 24/6 23/6,10/13 11/13 12/13,100,26/7,True
845,1,down,26/7,0/0/-1,26 7 3 11,10,26/7 26/6 25/6,9/13 10/13 11/13,200,22/12,False
846,1,down,26/8,0/0/-1,26 8 3 10,10,26/8 26/7 26/6 25/6 24/6,8/13 9/13 10/13,200,22/12,False
847,1,down,26/9,0/0/-1,26 9 3 9,10,26/9 26/8 26/7 26/6 25/6,7/13 8/13 9/13,200,22/12,False
848,1,down,26/10,0/0/-1,26 10 3 8,10,26/10 26/9 26/8 26/7 26/6,6/13 7/13 8/13,200,22/12,False
849,1,left,26/11,0/0/-1,26 11 3 7,10,26/11 26/10 26/9 26/8 26/7,6/12 6/13 7/13,200,22/12,False
850,1,left,25/11,-1/0/0,25 11 4 7,10,25/11 26/11 26/10 26/9 26/8,7/12 6/12 6/13,200,22/12,False
851,1,left,24/11,-1/0/0,24 11 5 7,10,24/11 25/11 26/11 26/10 26/9,8/12 7/12 6/12,200,22/12,False
852,1,down,23/11,-1/0/0,23 11 6 7,10,23/11 24/11 25/11 26/11 26/10,9/12 8/12 7/12,200,22/12,False
853,1,down,23/12,0/0/-1,23 12 6 6,10,23/12 23/11 24/11 25/11 26/11,10/12 9/12 8/12,200,22/12,False
854,1,left,23/13,0/0/-1,23 13 6 5,10,23/13 23/12 23/11 24/11 25/11,11/12 10/12 9/12,200,22/12,True
855,1,left,22/13,-1/0/0,22 13 7 5,10,22/13 23/13 23/12 23/11 24/11,12/12 11/12 10/12,200,22/12,False
856,1,up,21/13,-1/0/0,21 13 8 5,10,21/13 22/13 23/13 23/12 23/11,13/12 12/12 11/12,200,22/12,False
857,1,up,21/12,0/0/1,21 12 8 6,10,21/12 21/13 22/13 23/13 23/12,14/12 13/12 12/12,200,22/12,False
858,1,up,21/11,0/0/1,21 11 8 7,10,21/11 21/12 21/13 22/13 23/13,15/12 14/12 13/12,200,22/12,False
859,1,up,21/10,0/0/1,21 10 8 8,10,21/10 21/11 21/12 21/13 22/13,16/12 15/12 14/12,200,22/12,False
860,1,up,21/9,0/0/1,21 9 8 9,10,21/9 21/10 21/11 21/12 21/13,17/12 16/12 15/12,200,22/12,False
861,1,up,21/8,0/0/1,21 8 8 10,10,21/8 21/9 21/10 21/11 21/12,17/11 17/12 16/12,200,22/12,False
862,1,up,21/7,0/0/1,21 7 8 11,10,21/7 21/8 21/9 21/10 21/11,17/10 17/11 17/12,200,22/12,False
863,1,up,21/6,0/0/1,21 6 8 12,10,21/6 21/7 21/8 21/9 21/10,16/10 17/10 17/11,200,22/12,False
864,1,right,21/5,0/0/1,21 5 8 13,10,21/5 21/6 21/7 21/8 21/9,15/10 16/10 17/10,200,22/12,True
865,1,down,22/5,1/0/0,22 5 7 13,10,22/5 21/5 21/6 21/7 21/8,14/10 15/10 16/10,200,22/12,False
866,1,down,22/6,0/0/-1,22 6 7 12,10,22/6 22/5 21/5 21/6 21/7,13/10 14/10 15/10,200,22/12,False
867,1,down,22/7,0/0/-1,22 7 7 11,10,22/7 22/6 22/5 21/5 21/6,12/10 13/10 14/10,200,22/12,False
868,1,down,22/8,0/0/-1,22 8 7 10,10,22/8 22/7 22/6 22/5 21/5,12/11 12/10 13/10,200,22/12,False
869,1,down,22/9,0/0/-1,22 9 7 9,10,22/9 22/8 22/7 22/6 22/5,12/12 12/11 12/10,200,22/12,False
870,1,down,22/10,0/0/-1,22 10 7 8,10,22/10 22/9 22/8 22/7 22/6,12/13 12/12 12/11,200,22/12,False
871,1,down,22/11,0/0/-1,22 11 7 7,10,22/11 22/10 22/9 22/8 22/7,12/14 12/13 12/12,200,22/12,False
872,1,down,22/12,0/0/-1,22 12 7 6,10,22/12 22/11 22/10 22/9,12/15 12/14 12/13,300,21/9,False
873,1,down,22/13,0/0/-1,22 13 7 5,10,22/13 22/12 22/11 22/10 22/9 22/8,11/15 12/15 12/14,300,21/9,True
874,1,down,22/14,0/0/-1,22 14 7 4,10,22/14 22/13 22/12 22/11 22/10 22/9,10/15 11/15 12/15,300,21/9,True
875,1,up,22/15,0/0/-1,22 15 7 3,10,22/15 22/14 22/13 22/12 22/11 22/10,10/14 10/15 11/15,300,21/9,True
876,1,up,22/16,0/0/-1,22 16 7 2,10,22/16 22/15 22/14 22/13 22/12 22/11,10/13 10/14 10/15,300,21/9,True
877,1,left,22/17,0/0/-1,22 17 7 1,10,22/17 22/16 22/15 22/14 22/13 22/12,10/12 10/13 10/14,300,21/9,True
878,1,left,21/17,-1/0/0,21 17 8 1,10,21/17 22/17 22/16 22/15 22/14 22/13,10/11 10/12 10/13,300,21/9,False
879,1,left,20/17,-1/0/0,20 17 9 1,10,20/17 21/17 22/17 22/16 22/15 22/14,10/10 10/11 10/12,300,21/9,False
880,1,up,19/17,-1/0/0,19 17 10 1,10,19/17 20/17 21/17 22/17 22/16 22/15,10/9 10/10 10/11,300,21/9,False
881,1,up,19/16,0/0/1,19 16 10 2,10,19/16 19/17 20/17 21/17 22/17 22/16,10/8 10/9 10/10,300,21/9,False
882,1,right,19/15,0/0/1,19 15 10 3,10,19/15 19/16 19/17 20/17 21/17 22/17,10/7 10/8 10/9,300,21/9,False
883,1,right,20/15,1/0/0,20 15 9 3,10,20/15 19/15 19/16 19/17 20/17 21/17,10/6 10/7 10/8,300,21/9,False
884,1,right,21/15,1/0/0,21 15 8 3,10,21/15 20/15 19/15 19/16 19/17 20/17,11/6 10/6 10/7,300,21/9,False
885,1,right,22/15,1/0/0,22 15 7 3,10,22/15 21/15 20/15 19/15 19/16 19/17,12/6 11/6 10/6,300,21/9,False
886,1,right,23/15,1/0/0,23 15 6 3,10,23/15 22/15 21/15 20/15 19/15 19/16,13/6 12/6 11/6,300,21/9,False
887,1,right,24/15,1/0/0,24 15 5 3,10,24/15 23/15 22/15 21/15 20/15 19/15,14/6 13/6 12/6,300,21/9,False
888,1,up,25/15,1/0/0,25 15 4 3,10,25/15 24/15 23/15 22/15 21/15 20/15,15/6 14/6 13/6,300,21/9,True
889,1,up,25/14,0/0/1,25 14 4 4,10,25/14 25/15 24/15 23/15 22/15 21/15,16/6 15/6 14/6,300,21/9,False
890,1,up,25/13,0/0/1,25 13 4 5,10,25/13 25/14 25/15 24/15 23/15 22/15,17/6 16/6 15/6,300,21/9,False
891,1,up,25/12,0/0/1,25 12 4 6,10,25/12 25/13 25/14 25/15 24/15 23/15,18/6 17/6 16/6,300,21/9,False
892,1,up,25/11,0/0/1,25 11 4 7,10,25/11 25/12 25/13 25/14 25/15 24/15,19/6 18/6 17/6,300,21/9,False
893,1,up,25/10,0/0/1,25 10 4 8,10,25/10 25/11 25/12 25/13 25/14 25/15,20/6 19/6 18/6,300,21/9,False
894,1,up,25/9,0/0/1,25 9 4 9,10,25/9 25/10 25/11 25/12 25/13 25/14,21/6 20/6 19/6,300,21/9,False
895,1,up,25/8,0/0/1,25 8 4 10,10,25/8 25/9 25/10 25/11 25/12 25/13,21/7 21/6 20/6,300,21/9,False
896,1,up,25/7,0/0/1,25 7 4 11,10,25/7 25/8 25/9 25/10 25/11 25/12,21/8 21/7 21/6,300,21/9,False
897,1,up,25/6,0/0/1,25 6 4 12,10,25/6 25/7 25/8 25/9 25/10 25/11,21/9 21/8,300,5/9,False
898,1,up,25/5,0/0/1,25 5 4 13,10,25/5 25/6 25/7 25/8 25/9 25/10,20/9 21/9 21/8 21/7,300,5/9,True
899,1,up,25/4,0/0/1,25 4 4 14,10,25/4 25/5 25/6 25/7 25/8 25/9,19/9 20/9 21/9 21/8,300,5/9,True
900,1,left,25/3,0/0/1,25 3 4 15,10,25/3 25/4 25/5 25/6 25/7 25/8,18/9 19/9 20/9 21/9,300,5/9,True
901,1,left,24/3,-1/0/0,24 3 5 15,10,24/3 25/3 25/4 25/5 25/6 25/7,17/9 18/9 19/9 20/9,300,5/9,False
902,1,left,23/3,-1/0/0,23 3 6 15,10,23/3 24/3 25/3 25/4 25/5 25/6,16/9 17/9 18/9 19/9,300,5/9,False
903,1,left,22/3,-1/0/0,22 3 7 15,10,22/3 23/3 24/3 25/3 25/4 25/5,15/9 16/9 17/9 18/9,300,5/9,False
904,1,left,21/3,-1/0/0,21 3 8 15,10,21/3 22/3 23/3 24/3 25/3 25/4,14/9 15/9 16/9 17/9,300,5/9,False
905,1,left,20/3,-1/0/0,20 3 9 15,10,20/3 21/3 22/3 23/3 24/3 25/3,13/9 14/9 15/9 16/9,300,5/9,False
906,1,left,19/3,-1/0/0,19 3 10 15,10,19/3 20/3 21/3 22/3 23/3 24/3,12/9 13/9 14/9 15/9,300,5/9,False
907,1,left,18/3,-1/0/0,18 3 11 15,10,18/3 19/3 20/3 21/3 22/3 23/3,11/9 12/9 13/9 14/9,300,5/9,False
908,1,left,17/3,-1/0/0,17 3 12 15,10,17/3 18/3 19/3 20/3 21/3 22/3,10/9 11/9 12/9 13/9,300,5/9,False
909,1,left,16/3,-1/0/0,16 3 13 15,10,16/3 17/3 18/3 19/3 20/3 21/3,9/9 10/9 11/9 12/9,300,5/9,False
910,1,left,15/3,-1/0/0,15 3 14 15,10,15/3 16/3 17/3 18/3 19/3 20/3,8/9 9/9 10/9 11/9,300,5/9,False
911,1,left,14/3,-1/0/0,14 3 15 15,10,14/3 15/3 16/3 17/3 18/3 19/3,7/9 8/9 9/9 10/9,300,5/9,False
912,1,left,13/3,-1/0/0,13 3 16 15,10,13/3 14/3 15/3 16/3 17/3 18/3,6/9 7/9 8/9 9/9,300,5/9,False
913,1,left,12/3,-1/0/0,12 3 17 15,10,12/3 13/3 14/3 15/3 16/3 17/3,5/9 6/9 7/9,300,7/8,False
914,1,left,11/3,-1/0/0,11 3 18 15,10,11/3 12/3 13/3 14/3 15/3 16/3,5/10 5/9 6/9 7/9 8/9,300,7/8,False
915,1,left,10/3,-1/0/0,10 3 19 15,10,10/3 11/3 12/3 13/3 14/3 15/3,5/11 5/10 5/9 6/9 7/9,300,7/8,False
916,1,left,9/3,-1/0/0,9 3 20 15,10,9/3 10/3 11/3 12/3 13/3 14/3,5/12 5/11 5/10 5/9 6/9,300,7/8,False
917,1,left,8/3,-1/0/0,8 3 21 15,10,8/3 9/3 10/3 11/3 12/3 13/3,6/12 5/12 5/11 5/10 5/9,300,7/8,False
918,1,down,7/3,-1/0/0,7 3 22 15,10,7/3 8/3 9/3 10/3 11/3 12/3,7/12 6/12 5/12 5/11 5/10,300,7/8,False
919,1,down,7/4,0/0/-1,7 4 22 14,10,7/4 7/3 8/3 9/3 10/3 11/3,8/12 7/12 6/12 5/12 5/11,300,7/8,False
920,1,down,7/5,0/0/-1,7 5 22 13,10,7/5 7/4 7/3 8/3 9/3 10/3,9/12 8/12 7/12 6/12 5/12,300,7/8,False
921,1,down,7/6,0/0/-1,7 6 22 12,10,7/6 7/5 7/4 7/3 8/3 9/3,10/12 9/12 8/12 7/12 6/12,300,7/8,False
922,1,down,7/7,0/0/-1,7 7 22 11,10,7/7 7/6 7/5 7/4 7/3 8/3,11/12 10/12 9/12 8/12 7/12,300,7/8,False
923,1,down,7/8,0/0/-1,7 8 22 10,10,7/8 7/7 7/6 7/5 7/4,12/12 11/12 10/12 9/12 8/12,400,11/5,False
924,1,right,7/9,0/0/-1,7 9 22 9,10,7/9 7/8 7/7 7/6 7/5 7/4 7/3,13/12 12/12 11/12 10/12 9/12,400,11/5,False
925,1,right,8/9,1/0/0,8 9 21 9,10,8/9 7/9 7/8 7/7 7/6 7/5 7/4,14/12 13/12 12/12 11/12 10/12,400,11/5,False
926,1,right,9/9,1/0/0,9 9 20 9,10,9/9 8/9 7/9 7/8 7/7 7/6 7/5,15/12 14/12 13/12 12/12 11/12,400,11/5,False
927,1,right,10/9,1/0/0,10 9 19 9,10,10/9 9/9 8/9 7/9 7/8 7/7 7/6,16/12 15/12 14/12 13/12 12/12,400,11/5,False
928,1,up,11/9,1/0/0,11 9 18 9,10,11/9 10/9 9/9 8/9 7/9 7/8 7/7,17/12 16/12 15/12 14/12 13/12,400,11/5,False
929,1,up,11/8,0/0/1,11 8 18 10,10,11/8 11/9 10/9 9/9 8/9 7/9 7/8,18/12 17/12 16/12 15/12 14/12,400,11/5,False
930,1,up,11/7,0/0/1,11 7 18 11,10,11/7 11/8 11/9 10/9 9/9 8/9 7/9,19/12 18/12 17/12 16/12 15/12,400,11/5,False
931,1,up,11/6,0/0/1,11 6 18 12,10,11/6 11/7 11/8 11/9 10/9 9/9 8/9,20/12 19/12 18/12 17/12 16/12,400,11/5,False
932,1,up,11/5,0/0/1,11 5 18 13,10,11/5 11/6 11/7 11/8 11/9 10/9,21/12 20/12 19/12 18/12 17/12,500,26/16,True
933,1,up,11/4,0/0/1,11 4 18 14,10,11/4 11/5 11/6 11/7 11/8 11/9 10/9 9/9,22/12 21/12 20/12 19/12 18/12,500,26/16,True
934,1,up,11/3,0/0/1,11 3 18 15,10,11/3 11/4 11/5 11/6 11/7 11/8 11/9 10/9,23/12 22/12 21/12 20/12 19/12,500,26/16,True
935,1,up,11/2,0/0/1,11 2 18 16,10,11/2 11/3 11/4 11/5 11/6 11/7 11/8 11/9,24/12 23/12 22/12 21/12 20/12,500,26/16,True
936,1,right,11/1,0/0/1,11 1 18 17,10,11/1 11/2 11/3 11/4 11/5 11/6 11/7 11/8,25/12 24/12 23/12 22/12 21/12,500,26/16,True
937,1,right,12/1,1/0/0,12 1 17 17,10,12/1 11/1 11/2 11/3 11/4 11/5 11/6 11/7,26/12 25/12 24/12 23/12 22/12,500,26/16,False
938,1,right,13/1,1/0/0,13 1 16 17,10,13/1 12/1 11/1 11/2 11/3 11/4 11/5 11/6,27/12 26/12 25/12 24/12 23/12,500,26/16,False
939,1,right,14/1,1/0/0,14 1 15 17,10,14/1 13/1 12/1 11/1 11/2 11/3 11/4 11/5,28/12 27/12 26/12 25/12 24/12,500,26/16,False
940,1,right,15/1,1/0/0,15 1 14 17,10,15/1 14/1 13/1 12/1 11/1 11/2 11/3 11/4,28/13 28/12 27/12 26/12 25/12,500,26/16,False
941,1,right,16/1,1/0/0,16 1 13 17,10,16/1 15/1 14/1 13/1 12/1 11/1 11/2 11/3,28/14 28/13 28/12 27/12 26/12,500,26/16,False
942,1,right,17/1,1/0/0,17 1 12 17,10,17/1 16/1 15/1 14/1 13/1 12/1 11/1 11/2,28/15 28/14 28/13 28/12 27/12,500,26/16,False
943,1,right,18/1,1/0/0,18 1 11 17,10,18/1 17/1 16/1 15/1 14/1 13/1 12/1 11/1,27/15 28/15 28/14 28/13 28/12,500,26/16,False
944,1,right,19/1,1/0/0,19 1 10 17,10,19/1 18/1 17/1 16/1 15/1 14/1 13/1 12/1,26/15 27/15 28/15 28/14 28/13,500,26/16,False
945,1,right,20/1,1/0/0,20 1 9 17,10,20/1 19/1 18/1 17/1 16/1 15/1 14/1 13/1,26/16 26/15 27/15 28/15,500,27/1,False
946,1,right,21/1,1/0/0,21 1 8 17,10,21/1 20/1 19/1 18/1 17/1 16/1 15/1 14/1,27/16 26/16 26/15 27/15 28/15 28/14,500,27/1,False
947,1,right,22/1,1/0/0,22 1 7 17,10,22/1 21/1 20/1 19/1 18/1 17/1 16/1 15/1,28/16 27/16 26/16 26/15 27/15 28/15,500,27/1,False
948,1,right,23/1,1/0/0,23 1 6 17,10,23/1 22/1 21/1 20/1 19/1 18/1 17/1 16/1,28/17 28/16 27/16 26/16 26/15 27/15,500,27/1,False
949,1,left,23/9,-1/0/0,23 9 6 9,10,23/9 24/9 25/9,6/9 5/9 4/9,0,2/12,False
950,1,left,22/9,-1/0/0,22 9 7 9,10,22/9 23/9 24/9,7/9 6/9 5/9,0,2/12,False
951,1,left,21/9,-1/0/0,21 9 8 9,10,21/9 22/9 23/9,8/9 7/9 6/9,0,2/12,False
952,1,left,20/9,-1/0/0,20 9 9 9,10,20/9 21/9 22/9,9/9 8/9 7/9,0,2/12,False
953,1,down,19/9,-1/0/0,19 9 10 9,10,19/9 20/9 21/9,10/9 9/9 8/9,0,2/12,False
954,1,down,19/10,0/0/-1,19 10 10 8,10,19/10 19/9 20/9,11/9 10/9 9/9,0,2/12,False
955,1,down,19/11,0/0/-1,19 11 10 7,10,19/11 19/10 19/9,12/9 11/9 10/9,0,2/12,False
956,1,down,19/12,0/0/-1,19 12 10 6,10,19/12 19/11 19/10,12/8 12/9 11/9,0,2/12,False
957,1,left,19/13,0/0/-1,19 13 10 5,10,19/13 19/12 19/11,12/7 12/8 12/9,0,2/12,True
958,1,left,18/13,-1/0/0,18 13 11 5,10,18/13 19/13 19/12,13/7 12/7 12/8,0,2/12,False
959,1,left,17/13,-1/0/0,17 13 12 5,10,17/13 18/13 19/13,14/7 13/7 12/7,0,2/12,False
960,1,left,16/13,-1/0/0,16 13 13 5,10,16/13 17/13 18/13,15/7 14/7 13/7,0,2/12,False
961,1,left,15/13,-1/0/0,15 13 14 5,10,15/13 16/13 17/13,16/7 15/7 14/7,0,2/12,False
962,1,left,14/13,-1/0/0,14 13 15 5,10,14/13 15/13 16/13,16/8 16/7 15/7,0,2/12,False
963,1,left,13/13,-1/0/0,13 13 16 5,10,13/13 14/13 15/13,16/9 16/8 16/7,0,2/12,False
964,1,left,12/13,-1/0/0,12 13 17 5,10,12/13 13/13 14/13,16/10 16/9 16/8,0,2/12,False
965,1,left,11/13,-1/0/0,11 13 18 5,10,11/13 12/13 13/13,16/11 16/10 16/9,0,2/12,False
966,1,left,10/13,-1/0/0,10 13 19 5,10,10/13 11/13 12/13,16/12 16/11 16/10,0,2/12,False
967,1,left,9/13,-1/0/0,9 13 20 5,10,9/13 10/13 11/13,16/13 16/12 16/11,0,2/12,False
968,1,left,8/13,-1/0/0,8 13 21 5,10,8/13 9/13 10/13,16/14 16/13 16/12,0,2/12,False
969,1,left,7/13,-1/0/0,7 13 22 5,10,7/13 8/13 9/13,15/14 16/14 16/13,0,2/12,False
970,1,left,6/13,-1/0/0,6 13 23 5,10,6/13 7/13 8/13,14/14 15/14 16/14,0,2/12,False
971,1,left,5/13,-1/0/0,5 13 24 5,10,5/13 6/13 7/13,13/14 14/14 15/14,0,2/12,False
972,1,left,4/13,-1/0/0,4 13 25 5,10,4/13 5/13 6/13,12/14 13/14 14/14,0,2/12,True
973,1,left,3/13,-1/0/0,3 13 26 5,10,3/13 4/13 5/13,11/14 12/14 13/14,0,2/12,True
974,1,up,2/13,-1/0/0,2 13 27 5,10,2/13 3/13 4/13,10/14 11/14 12/14,0,2/12,True
975,1,up,2/12,0/0/1,2 12 27 6,10,2/12 2/13,9/14 10/14 11/14,100,22/17,False
976,1,right,2/11,0/0/1,2 11 27 7,10,2/11 2/12 2/13 3/13,8/14 9/14 10/14,100,22/17,False
977,1,right,3/11,1/0/0,3 11 26 7,10,3/11 2/11 2/12 2/13,7/14 8/14 9/14,100,22/17,False
978,1,right,4/11,1/0/0,4 11 25 7,10,4/11 3/11 2/11 2/12,6/14 7/14 8/14,100,22/17,False
979,1,right,5/11,1/0/0,5 11 24 7,10,5/11 4/11 3/11 2/11,5/14 6/14 7/14,100,22/17,False
980,1,right,6/11,1/0/0,6 11 23 7,10,6/11 5/11 4/11 3/11,4/14 5/14 6/14,100,22/17,False
981,1,right,7/11,1/0/0,7 11 22 7,10,7/11 6/11 5/11 4/11,3/14 4/14 5/14,100,22/17,False
982,1,right,8/11,1/0/0,8 11 21 7,10,8/11 7/11 6/11 5/11,3/13 3/14 4/14,100,22/17,False
983,1,right,9/11,1/0/0,9 11 20 7,10,9/11 8/11 7/11 6/11,3/12 3/13 3/14,100,22/17,False
984,1,right,10/11,1/0/0,10 11 19 7,10,10/11 9/11 8/11 7/11,3/11 3/12 3/13,100,22/17,False
985,1,right,11/11,1/0/0,11 11 18 7,10,11/11 10/11 9/11 8/11,4/11 3/11 3/12,100,22/17,False
986,1,down,12/11,1/0/0,12 11 17 7,10,12/11 11/11 10/11 9/11,5/11 4/11 3/11,100,22/17,False
987,1,down,12/12,0/0/-1,12 12 17 6,10,12/12 12/11 11/11 10/11,6/11 5/11 4/11,100,22/17,False
988,1,down,12/13,0/0/-1,12 13 17 5,10,12/13 12/12 12/11 11/11,7/11 6/11 5/11,100,22/17,True
989,1,right,12/14,0/0/-1,12 14 17 4,10,12/14 12/13 12/12 12/11,8/11 7/11 6/11,100,22/17,True
990,1,right,13/14,1/0/0,13 14 16 4,10,13/14 12/14 12/13 12/12,9/11 8/11 7/11,100,22/17,False
991,1,right,14/14,1/0/0,14 14 15 4,10,14/14 13/14 12/14 12/13,10/11 9/11 8/11,100,22/17,False
992,1,right,15/14,1/0/0,15 14 14 4,10,15/14 14/14 13/14 12/14,11/11 10/11 9/11,100,22/17,False
993,1,down,16/14,1/0/0,16 14 13 4,10,16/14 15/14 14/14 13/14,12/11 11/11 10/11,100,22/17,False
994,1,down,16/15,0/0/-1,16 15 13 3,10,16/15 16/14 15/14 14/14,13/11 12/11 11/11,100,22/17,True
995,1,down,16/16,0/0/-1,16 16 13 2,10,16/16 16/15 16/14 15/14,14/11 13/11 12/11,100,22/17,True
996,1,right,16/17,0/0/-1,16 17 13 1,10,16/17 16/16 16/15 16/14,15/11 14/11 13/11,100,22/17,True
997,1,right,17/17,1/0/0,17 17 12 1,10,17/17 16/17 16/16 16/15,16/11 15/11 14/11,100,22/17,False
998,1,right,18/17,1/0/0,18 17 11 1,10,18/17 17/17 16/17 16/16,17/11 16/11 15/11,100,22/17,False
999,1,right,19/17,1/0/0,19 17 10 1,10,19/17 18/17 17/17 16/17,18/11 17/11 16/11,100,22/17,False
1000,1,right,20/17,1/0/0,20 17 9 1,10,20/17 19/17 18/17 17/17,18/10 18/11 17/11,100,22/17,False
1001,1,right,21/17,1/0/0,21 17 8 1,10,21/17 20/17 19/17 18/17,18/9 18/10 18/11,100,22/17,False
1002,1,right,22/17,1/0/0,22 17 7 1,10,22/17 21/17 20/17,17/9 18/9 18/10,200,15/17,False
1003,1,right,23/17,1/0/0,23 17 6 1,10,23/17 22/17 21/17 20/17 19/17,16/9 17/9 18/9,200,15/17,False
1004,1,up,24/17,1/0/0,24 17 5 1,10,24/17 23/17 22/17 21/17 20/17,15/9 16/9 17/9,200,15/17,False
1005,1,left,24/16,0/0/1,24 16 5 2,10,24/16 24/17 23/17 22/17 21/17,14/9 15/9 16/9,200,15/17,False
1006,1,left,23/16,-1/0/0,23 16 6 2,10,23/16 24/16 24/17 23/17 22/17,13/9 14/9 15/9,200,15/17,False
1007,1,down,22/16,-1/0/0,22 16 7 2,10,22/16 23/16 24/16 24/17 23/17,12/9 13/9 14/9,200,15/17,False
1008,1,left,22/17,0/0/-1,22 17 7 1,10,22/17 22/16 23/16 24/16 24/17,11/9 12/9 13/9,200,15/17,True
1009,1,left,21/17,-1/0/0,21 17 8 1,10,21/17 22/17 22/16 23/16 24/16,10/9 11/9 12/9,200,15/17,False
1010,1,left,20/17,-1/0/0,20 17 9 1,10,20/17 21/17 22/17 22/16 23/16,9/9 10/9 11/9,200,15/17,False
1011,1,left,19/17,-1/0/0,19 17 10 1,10,19/17 20/17 21/17 22/17 22/16,8/9 9/9 10/9,200,15/17,False
1012,1,left,18/17,-1/0/0,18 17 11 1,10,18/17 19/17 20/17 21/17 22/17,7/9 8/9 9/9,200,15/17,False
1013,1,left,17/17,-1/0/0,17 17 12 1,10,17/17 18/17 19/17 20/17 21/17,7/8 7/9 8/9,200,15/17,False
1014,1,left,16/17,-1/0/0,16 17 13 1,10,16/17 17/17 18/17 19/17 20/17,7/7 7/8 7/9,200,15/17,False
