id,weight:float,answer:direction,position:vector2,headDirection:vector3,DistanceToWalls:floatList,Score:float,myPartsNodes:vector2List,otherSnakePartsNode:vector2List,levelScore:float,fruitPos:vector2,inTrackToCollide:bool
669,1,left,24/6,-1/0/0,24 6 5 12,10,24/6 25/6 25/7 25/8 24/8 23/8 22/8 21/8 20/8 19/8 18/8,4/11 5/11 6/11 7/11 8/11,2700,22/17,False
670,1,left,23/6,-1/0/0,23 6 6 12,10,23/6 24/6 25/6 25/7 25/8 24/8 23/8 22/8 21/8 20/8 19/8,3/11 4/11 5/11 6/11 7/11,2700,22/17,False
671,1,left,22/6,-1/0/0,22 6 7 12,10,22/6 23/6 24/6 25/6 25/7 25/8 24/8 23/8 22/8 21/8 20/8,2/11 3/11 4/11 5/11 6/11,2700,22/17,False
672,1,left,21/6,-1/0/0,21 6 8 12,10,21/6 22/6 23/6 24/6 25/6 25/7 25/8 24/8 23/8 22/8 21/8,2/10 2/11 3/11 4/11 5/11,2700,22/17,False
673,1,down,20/6,-1/0/0,20 6 9 12,10,20/6 21/6 22/6 23/6 24/6 25/6 25/7 25/8 24/8 23/8 22/8,2/9 2/10 2/11 3/11 4/11,2700,22/17,False
674,1,down,20/7,0/0/-1,20 7 9 11,10,20/7 20/6 21/6 22/6 23/6 24/6 25/6 25/7 25/8 24/8 23/8,2/8 2/9 2/10 2/11 3/11,2700,22/17,False
675,1,down,20/8,0/0/-1,20 8 9 10,10,20/8 20/7 20/6 21/6 22/6 23/6 24/6 25/6 25/7 25/8 24/8,2/7 2/8 2/9 2/10 2/11,2700,22/17,False
676,1,down,20/9,0/0/-1,20 9 9 9,10,20/9 20/8 20/7 20/6 21/6 22/6 23/6 24/6 25/6 25/7 25/8,2/6 2/7 2/8 2/9 2/10,2700,22/17,False
677,1,down,20/10,0/0/-1,20 10 9 8,10,20/10 20/9 20/8 20/7 20/6 21/6 22/6 23/6 24/6 25/6 25/7,2/5 2/6 2/7 2/8 2/9,2700,22/17,False
678,1,down,20/11,0/0/-1,20 11 9 7,10,20/11 20/10 20/9 20/8 20/7 20/6 21/6 22/6 23/6 24/6 25/6,2/4 2/5 2/6 2/7 2/8,2700,22/17,False
679,1,down,20/12,0/0/-1,20 12 9 6,10,20/12 20/11 20/10 20/9 20/8 20/7 20/6 21/6 22/6 23/6 24/6,3/4 2/4 2/5 2/6 2/7,2700,22/17,False
680,1,right,20/13,0/0/-1,20 13 9 5,10,20/13 20/12 20/11 20/10 20/9 20/8 20/7 20/6 21/6 22/6 23/6,4/4 3/4 2/4 2/5 2/6,2700,22/17,True
681,1,right,21/13,1/0/0,21 13 8 5,10,21/13 20/13 20/12 20/11 20/10 20/9 20/8 20/7 20/6 21/6 22/6,5/4 4/4 3/4 2/4 2/5,2700,22/17,False
682,1,right,22/13,1/0/0,22 13 7 5,10,22/13 21/13 20/13 20/12 20/11 20/10 20/9 20/8 20/7 20/6 21/6,6/4 5/4 4/4 3/4 2/4,2700,22/17,False
683,1,down,23/13,1/0/0,23 13 6 5,10,23/13 22/13 21/13 20/13 20/12 20/11 20/10 20/9 20/8 20/7 20/6,7/4 6/4 5/4 4/4 3/4,2700,22/17,False
684,1,down,23/14,0/0/-1,23 14 6 4,10,23/14 23/13 22/13 21/13 20/13 20/12 20/11 20/10 20/9 20/8 20/7,8/4 7/4 6/4 5/4 4/4,2700,22/17,True
685,1,down,23/15,0/0/-1,23 15 6 3,10,23/15 23/14 23/13 22/13 21/13 20/13 20/12 20/11 20/10 20/9 20/8,9/4 8/4 7/4 6/4 5/4,2700,22/17,True
686,1,down,23/16,0/0/-1,23 16 6 2,10,23/16 23/15 23/14 23/13 22/13 21/13 20/13 20/12 20/11 20/10 20/9,10/4 9/4 8/4 7/4 6/4,2700,22/17,True
687,1,left,23/17,0/0/-1,23 17 6 1,10,23/17 23/16 23/15 23/14 23/13 22/13 21/13 20/13 20/12 20/11 20/10,11/4 10/4 9/4 8/4 7/4,2700,22/17,True
688,1,left,22/17,-1/0/0,22 17 7 1,10,22/17 23/17 23/16 23/15 23/14 23/13 22/13 21/13 20/13 20/12,12/4 11/4 10/4 9/4 8/4,2800,12/8,False
689,1,left,21/17,-1/0/0,21 17 8 1,10,21/17 22/17 23/17 23/16 23/15 23/14 23/13 22/13 21/13 20/13 20/12 20/11,13/4 12/4 11/4 10/4 9/4,2800,12/8,False
690,1,left,20/17,-1/0/0,20 17 9 1,10,20/17 21/17 22/17 23/17 23/16 23/15 23/14 23/13 22/13 21/13 20/13 20/12,14/4 13/4 12/4 11/4 10/4,2800,12/8,False
691,1,left,19/17,-1/0/0,19 17 10 1,10,19/17 20/17 21/17 22/17 23/17 23/16 23/15 23/14 23/13 22/13 21/13 20/13,15/4 14/4 13/4 12/4 11/4,2800,12/8,False
692,1,left,18/17,-1/0/0,18 17 11 1,10,18/17 19/17 20/17 21/17 22/17 23/17 23/16 23/15 23/14 23/13 22/13 21/13,16/4 15/4 14/4 13/4 12/4,2800,12/8,False
693,1,left,17/17,-1/0/0,17 17 12 1,10,17/17 18/17 19/17 20/17 21/17 22/17 23/17 23/16 23/15 23/14 23/13 22/13,16/5 16/4 15/4 14/4 13/4,2800,12/8,False
694,1,left,16/17,-1/0/0,16 17 13 1,10,16/17 17/17 18/17 19/17 20/17 21/17 22/17 23/17 23/16 23/15 23/14 23/13,16/6 16/5 16/4 15/4 14/4,2800,12/8,False
695,1,left,15/17,-1/0/0,15 17 14 1,10,15/17 16/17 17/17 18/17 19/17 20/17 21/17 22/17 23/17 23/16 23/15 23/14,16/7 16/6 16/5 16/4 15/4,2800,12/8,False
696,1,left,14/17,-1/0/0,14 17 15 1,10,14/17 15/17 16/17 17/17 18/17 19/17 20/17 21/17 22/17 23/17 23/16 23/15,15/7 16/7 16/6 16/5 16/4,2800,12/8,False
697,1,left,13/17,-1/0/0,13 17 16 1,10,13/17 14/17 15/17 16/17 17/17 18/17 19/17 20/17 21/17 22/17 23/17 23/16,14/7 15/7 16/7 16/6 16/5,2800,12/8,False
698,1,left,12/17,-1/0/0,12 17 17 1,10,12/17 13/17 14/17 15/17 16/17 17/17 18/17 19/17 20/17 21/17 22/17 23/17,13/7 14/7 15/7 16/7 16/6,2800,12/8,False
699,1,left,11/17,-1/0/0,11 17 18 1,10,11/17 12/17 13/17 14/17 15/17 16/17 17/17 18/17 19/17 20/17 21/17 22/17,13/8 13/7 14/7 15/7 16/7,2800,12/8,False
700,1,left,10/17,-1/0/0,10 17 19 1,10,10/17 11/17 12/17 13/17 14/17 15/17 16/17 17/17 18/17 19/17 20/17 21/17,12/8 13/8 13/7 14/7,2800,20/13,False
701,1,left,9/17,-1/0/0,9 17 20 1,10,9/17 10/17 11/17 12/17 13/17 14/17 15/17 16/17 17/17 18/17 19/17 20/17,11/8 12/8 13/8 13/7 14/7 15/7,2800,20/13,False
702,1,left,8/17,-1/0/0,8 17 21 1,10,8/17 9/17 10/17 11/17 12/17 13/17 14/17 15/17 16/17 17/17 18/17 19/17,11/7 11/8 12/8 13/8 13/7 14/7,2800,20/13,False
703,1,left,7/17,-1/0/0,7 17 22 1,10,7/17 8/17 9/17 10/17 11/17 12/17 13/17 14/17 15/17 16/17 17/17 18/17,11/6 11/7 11/8 12/8 13/8 13/7,2800,20/13,False
704,1,left,6/17,-1/0/0,6 17 23 1,10,6/17 7/17 8/17 9/17 10/17 11/17 12/17 13/17 14/17 15/17 16/17 17/17,11/5 11/6 11/7 11/8 12/8 13/8,2800,20/13,False
705,1,up,5/17,-1/0/0,5 17 24 1,10,5/17 6/17 7/17 8/17 9/17 10/17 11/17 12/17 13/17 14/17 15/17 16/17,12/5 11/5 11/6 11/7 11/8 12/8,2800,20/13,False
706,1,up,5/16,0/0/1,5 16 24 2,10,5/16 5/17 6/17 7/17 8/17 9/17 10/17 11/17 12/17 13/17 14/17 15/17,13/5 12/5 11/5 11/6 11/7 11/8,2800,20/13,False
707,1,up,5/15,0/0/1,5 15 24 3,10,5/15 5/16 5/17 6/17 7/17 8/17 9/17 10/17 11/17 12/17 13/17 14/17,14/5 13/5 12/5 11/5 11/6 11/7,2800,20/13,False
708,1,right,5/14,0/0/1,5 14 24 4,10,5/14 5/15 5/16 5/17 6/17 7/17 8/17 9/17 10/17 11/17 12/17 13/17,15/5 14/5 13/5 12/5 11/5 11/6,2800,20/13,False
709,1,right,6/14,1/0/0,6 14 23 4,10,6/14 5/14 5/15 5/16 5/17 6/17 7/17 8/17 9/17 10/17 11/17 12/17,16/5 15/5 14/5 13/5 12/5 11/5,2800,20/13,False
710,1,right,7/14,1/0/0,7 14 22 4,10,7/14 6/14 5/14 5/15 5/16 5/17 6/17 7/17 8/17 9/17 10/17 11/17,17/5 16/5 15/5 14/5 13/5 12/5,2800,20/13,False
711,1,right,8/14,1/0/0,8 14 21 4,10,8/14 7/14 6/14 5/14 5/15 5/16 5/17 6/17 7/17 8/17 9/17 10/17,18/5 17/5 16/5 15/5 14/5 13/5,2800,20/13,False
712,1,right,9/14,1/0/0,9 14 20 4,10,9/14 8/14 7/14 6/14 5/14 5/15 5/16 5/17 6/17 7/17 8/17 9/17,18/6 18/5 17/5 16/5 15/5 14/5,2800,20/13,False
713,1,right,10/14,1/0/0,10 14 19 4,10,10/14 9/14 8/14 7/14 6/14 5/14 5/15 5/16 5/17 6/17 7/17 8/17,18/7 18/6 18/5 17/5 16/5 15/5,2800,20/13,False
714,1,right,11/14,1/0/0,11 14 18 4,10,11/14 10/14 9/14 8/14 7/14 6/14 5/14 5/15 5/16 5/17 6/17 7/17,17/7 18/7 18/6 18/5 17/5 16/5,2800,20/13,False
715,1,right,12/14,1/0/0,12 14 17 4,10,12/14 11/14 10/14 9/14 8/14 7/14 6/14 5/14 5/15 5/16 5/17 6/17,16/7 17/7 18/7 18/6 18/5 17/5,2800,20/13,False
716,1,right,13/14,1/0/0,13 14 16 4,10,13/14 12/14 11/14 10/14 9/14 8/14 7/14 6/14 5/14 5/15 5/16 5/17,15/7 16/7 17/7 18/7 18/6 18/5,2800,20/13,False
717,1,right,14/14,1/0/0,14 14 15 4,10,14/14 13/14 12/14 11/14 10/14 9/14 8/14 7/14 6/14 5/14 5/15 5/16,14/7 15/7 16/7 17/7 18/7 18/6,2800,20/13,False
718,1,right,15/14,1/0/0,15 14 14 4,10,15/14 14/14 13/14 12/14 11/14 10/14 9/14 8/14 7/14 6/14 5/14 5/15,13/7 14/7 15/7 16/7 17/7 18/7,2800,20/13,False
719,1,right,16/14,1/0/0,16 14 13 4,10,16/14 15/14 14/14 13/14 12/14 11/14 10/14 9/14 8/14 7/14 6/14 5/14,12/7 13/7 14/7 15/7 16/7 17/7,2800,20/13,False
720,1,right,17/14,1/0/0,17 14 12 4,10,17/14 16/14 15/14 14/14 13/14 12/14 11/14 10/14 9/14 8/14 7/14 6/14,11/7 12/7 13/7 14/7 15/7 16/7,2800,20/13,False
721,1,right,18/14,1/0/0,18 14 11 4,10,18/14 17/14 16/14 15/14 14/14 13/14 12/14 11/14 10/14 9/14 8/14 7/14,10/7 11/7 12/7 13/7 14/7 15/7,2800,20/13,False
722,1,right,19/14,1/0/0,19 14 10 4,10,19/14 18/14 17/14 16/14 15/14 14/14 13/14 12/14 11/14 10/14 9/14 8/14,9/7 10/7 11/7 12/7 13/7 14/7,2800,20/13,False
723,1,up,20/14,1/0/0,20 14 9 4,10,20/14 19/14 18/14 17/14 16/14 15/14 14/14 13/14 12/14 11/14 10/14 9/14,8/7 9/7 10/7 11/7 12/7 13/7,2800,20/13,False
724,1,up,20/13,0/0/1,20 13 9 5,10,20/13 20/14 19/14 18/14 17/14 16/14 15/14 14/14 13/14 12/14 11/14,7/7 8/7 9/7 10/7 11/7 12/7,2900,16/5,False
725,1,up,20/12,0/0/1,20 12 9 6,10,20/12 20/13 20/14 19/14 18/14 17/14 16/14 15/14 14/14 13/14 12/14 11/14 10/14,6/7 7/7 8/7 9/7 10/7 11/7,2900,16/5,False
726,1,up,20/11,0/0/1,20 11 9 7,10,20/11 20/12 20/13 20/14 19/14 18/14 17/14 16/14 15/14 14/14 13/14 12/14 11/14,6/8 6/7 7/7 8/7 9/7 10/7,2900,16/5,False
727,1,up,20/10,0/0/1,20 10 9 8,10,20/10 20/11 20/12 20/13 20/14 19/14 18/14 17/14 16/14 15/14 14/14 13/14 12/14,6/9 6/8 6/7 7/7 8/7 9/7,2900,16/5,False
728,1,up,20/9,0/0/1,20 9 9 9,10,20/9 20/10 20/11 20/12 20/13 20/14 19/14 18/14 17/14 16/14 15/14 14/14 13/14,7/9 6/9 6/8 6/7 7/7 8/7,2900,16/5,False
729,1,up,20/8,0/0/1,20 8 9 10,10,20/8 20/9 20/10 20/11 20/12 20/13 20/14 19/14 18/14 17/14 16/14 15/14 14/14,8/9 7/9 6/9 6/8 6/7 7/7,2900,16/5,False
730,1,up,20/7,0/0/1,20 7 9 11,10,20/7 20/8 20/9 20/10 20/11 20/12 20/13 20/14 19/14 18/14 17/14 16/14 15/14,9/9 8/9 7/9 6/9 6/8 6/7,2900,16/5,False
731,1,up,20/6,0/0/1,20 6 9 12,10,20/6 20/7 20/8 20/9 20/10 20/11 20/12 20/13 20/14 19/14 18/14 17/14 16/14,10/9 9/9 8/9 7/9 6/9 6/8,2900,16/5,False
732,1,up,20/5,0/0/1,20 5 9 13,10,20/5 20/6 20/7 20/8 20/9 20/10 20/11 20/12 20/13 20/14 19/14 18/14 17/14,10/8 10/9 9/9 8/9 7/9 6/9,2900,16/5,True
733,1,left,20/4,0/0/1,20 4 9 14,10,20/4 20/5 20/6 20/7 20/8 20/9 20/10 20/11 20/12 20/13 20/14 19/14 18/14,10/7 10/8 10/9 9/9 8/9 7/9,2900,16/5,True
734,1,left,19/4,-1/0/0,19 4 10 14,10,19/4 20/4 20/5 20/6 20/7 20/8 20/9 20/10 20/11 20/12 20/13 20/14 19/14,10/6 10/7 10/8 10/9 9/9 8/9,2900,16/5,False
735,1,left,18/4,-1/0/0,18 4 11 14,10,18/4 19/4 20/4 20/5 20/6 20/7 20/8 20/9 20/10 20/11 20/12 20/13 20/14,10/5 10/6 10/7 10/8 10/9 9/9,2900,16/5,False
736,1,left,17/4,-1/0/0,17 4 12 14,10,17/4 18/4 19/4 20/4 20/5 20/6 20/7 20/8 20/9 20/10 20/11 20/12 20/13,10/4 10/5 10/6 10/7 10/8 10/9,2900,16/5,False
737,1,down,16/4,-1/0/0,16 4 13 14,10,16/4 17/4 18/4 19/4 20/4 20/5 20/6 20/7 20/8 20/9 20/10 20/11 20/12,10/3 10/4 10/5 10/6 10/7 10/8,2900,16/5,False
738,1,down,16/5,0/0/-1,16 5 13 13,10,16/5 16/4 17/4 18/4 19/4 20/4 20/5 20/6 20/7 20/8 20/9 20/10,10/2 10/3 10/4 10/5 10/6 10/7,3000,17/1,False
739,1,down,16/6,0/0/-1,16 6 13 12,10,16/6 16/5 16/4 17/4 18/4 19/4 20/4 20/5 20/6 20/7 20/8 20/9 20/10 20/11,11/2 10/2 10/3 10/4 10/5 10/6,3000,17/1,False
740,1,down,16/7,0/0/-1,16 7 13 11,10,16/7 16/6 16/5 16/4 17/4 18/4 19/4 20/4 20/5 20/6 20/7 20/8 20/9 20/10,12/2 11/2 10/2 10/3 10/4 10/5,3000,17/1,False
741,1,down,16/8,0/0/-1,16 8 13 10,10,16/8 16/7 16/6 16/5 16/4 17/4 18/4 19/4 20/4 20/5 20/6 20/7 20/8 20/9,13/2 12/2 11/2 10/2 10/3 10/4,3000,17/1,False
742,1,down,16/9,0/0/-1,16 9 13 9,10,16/9 16/8 16/7 16/6 16/5 16/4 17/4 18/4 19/4 20/4 20/5 20/6 20/7 20/8,14/2 13/2 12/2 11/2 10/2 10/3,3000,17/1,False
743,1,down,16/10,0/0/-1,16 10 13 8,10,16/10 16/9 16/8 16/7 16/6 16/5 16/4 17/4 18/4 19/4 20/4 20/5 20/6 20/7,14/1 14/2 13/2 12/2 11/2 10/2,3000,17/1,False
744,1,down,16/11,0/0/-1,16 11 13 7,10,16/11 16/10 16/9 16/8 16/7 16/6 16/5 16/4 17/4 18/4 19/4 20/4 20/5 20/6,15/1 14/1 14/2 13/2 12/2 11/2,3000,17/1,False
745,1,down,16/12,0/0/-1,16 12 13 6,10,16/12 16/11 16/10 16/9 16/8 16/7 16/6 16/5 16/4 17/4 18/4 19/4 20/4 20/5,16/1 15/1 14/1 14/2 13/2 12/2,3000,17/1,False
746,1,down,16/13,0/0/-1,16 13 13 5,10,16/13 16/12 16/11 16/10 16/9 16/8 16/7 16/6 16/5 16/4 17/4 18/4 19/4 20/4,17/1 16/1 15/1 14/1 14/2,3000,11/9,True
747,1,down,16/14,0/0/-1,16 14 13 4,10,16/14 16/13 16/12 16/11 16/10 16/9 16/8 16/7 16/6 16/5 16/4 17/4 18/4 19/4,18/1 17/1 16/1 15/1 14/1 14/2 13/2,3000,11/9,True
748,1,down,16/15,0/0/-1,16 15 13 3,10,16/15 16/14 16/13 16/12 16/11 16/10 16/9 16/8 16/7 16/6 16/5 16/4 17/4 18/4,19/1 18/1 17/1 16/1 15/1 14/1 14/2,3000,11/9,True
749,1,left,16/16,0/0/-1,16 16 13 2,10,16/16 16/15 16/14 16/13 16/12 16/11 16/10 16/9 16/8 16/7 16/6 16/5 16/4 17/4,20/1 19/1 18/1 17/1 16/1 15/1 14/1,3000,11/9,True
750,1,left,15/16,-1/0/0,15 16 14 2,10,15/16 16/16 16/15 16/14 16/13 16/12 16/11 16/10 16/9 16/8 16/7 16/6 16/5 16/4,21/1 20/1 19/1 18/1 17/1 16/1 15/1,3000,11/9,False
751,1,left,14/16,-1/0/0,14 16 15 2,10,14/16 15/16 16/16 16/15 16/14 16/13 16/12 16/11 16/10 16/9 16/8 16/7 16/6 16/5,22/1 21/1 20/1 19/1 18/1 17/1 16/1,3000,11/9,False
752,1,left,13/16,-1/0/0,13 16 16 2,10,13/16 14/16 15/16 16/16 16/15 16/14 16/13 16/12 16/11 16/10 16/9 16/8 16/7 16/6,22/2 22/1 21/1 20/1 19/1 18/1 17/1,3000,11/9,False
753,1,left,12/16,-1/0/0,12 16 17 2,10,12/16 13/16 14/16 15/16 16/16 16/15 16/14 16/13 16/12 16/11 16/10 16/9 16/8 16/7,22/3 22/2 22/1 21/1 20/1 19/1 18/1,3000,11/9,False
754,1,up,11/16,-1/0/0,11 16 18 2,10,11/16 12/16 13/16 14/16 15/16 16/16 16/15 16/14 16/13 16/12 16/11 16/10 16/9 16/8,22/4 22/3 22/2 22/1 21/1 20/1 19/1,3000,11/9,False
755,1,up,11/15,0/0/1,11 15 18 3,10,11/15 11/16 12/16 13/16 14/16 15/16 16/16 16/15 16/14 16/13 16/12 16/11 16/10 16/9,22/5 22/4 22/3 22/2 22/1 21/1 20/1,3000,11/9,False
756,1,up,11/14,0/0/1,11 14 18 4,10,11/14 11/15 11/16 12/16 13/16 14/16 15/16 16/16 16/15 16/14 16/13 16/12 16/11 16/10,22/6 22/5 22/4 22/3 22/2 22/1 21/1,3000,11/9,False
757,1,up,11/13,0/0/1,11 13 18 5,10,11/13 11/14 11/15 11/16 12/16 13/16 14/16 15/16 16/16 16/15 16/14 16/13 16/12 16/11,22/7 22/6 22/5 22/4 22/3 22/2 22/1,3000,11/9,False
758,1,up,11/12,0/0/1,11 12 18 6,10,11/12 11/13 11/14 11/15 11/16 12/16 13/16 14/16 15/16 16/16 16/15 16/14 16/13 16/12,22/8 22/7 22/6 22/5 22/4 22/3 22/2,3000,11/9,False
759,1,up,11/11,0/0/1,11 11 18 7,10,11/11 11/12 11/13 11/14 11/15 11/16 12/16 13/16 14/16 15/16 16/16 16/15 16/14 16/13,22/9 22/8 22/7 22/6 22/5 22/4 22/3,3000,11/9,False
760,1,up,11/10,0/0/1,11 10 18 8,10,11/10 11/11 11/12 11/13 11/14 11/15 11/16 12/16 13/16 14/16 15/16 16/16 16/15 16/14,22/10 22/9 22/8 22/7 22/6 22/5 22/4,3000,11/9,False
761,1,up,11/9,0/0/1,11 9 18 9,10,11/9 11/10 11/11 11/12 11/13 11/14 11/15 11/16 12/16 13/16 14/16 15/16 16/16,22/11 22/10 22/9 22/8 22/7 22/6 22/5,3100,21/13,False
762,1,right,11/8,0/0/1,11 8 18 10,10,11/8 11/9 11/10 11/11 11/12 11/13 11/14 11/15 11/16 12/16 13/16 14/16 15/16 16/16 16/15,22/12 22/11 22/10 22/9 22/8 22/7 22/6,3100,21/13,False
763,1,right,12/8,1/0/0,12 8 17 10,10,12/8 11/8 11/9 11/10 11/11 11/12 11/13 11/14 11/15 11/16 12/16 13/16 14/16 15/16 16/16,22/13 22/12 22/11 22/10 22/9 22/8 22/7,3100,21/13,False
764,1,right,13/8,1/0/0,13 8 16 10,10,13/8 12/8 11/8 11/9 11/10 11/11 11/12 11/13 11/14 11/15 11/16 12/16 13/16 14/16 15/16,22/14 22/13 22/12 22/11 22/10 22/9 22/8,3100,21/13,False
765,1,right,14/8,1/0/0,14 8 15 10,10,14/8 13/8 12/8 11/8 11/9 11/10 11/11 11/12 11/13 11/14 11/15 11/16 12/16 13/16 14/16,21/14 22/14 22/13 22/12 22/11 22/10 22/9,3100,21/13,False
766,1,right,15/8,1/0/0,15 8 14 10,10,15/8 14/8 13/8 12/8 11/8 11/9 11/10 11/11 11/12 11/13 11/14 11/15 11/16 12/16 13/16,21/13 21/14 22/14 22/13 22/12 22/11,3100,22/3,False
767,1,right,16/8,1/0/0,16 8 13 10,10,16/8 15/8 14/8 13/8 12/8 11/8 11/9 11/10 11/11 11/12 11/13 11/14 11/15 11/16 12/16,21/12 21/13 21/14 22/14 22/13 22/12 22/11 22/10,3100,22/3,False
768,1,right,17/8,1/0/0,17 8 12 10,10,17/8 16/8 15/8 14/8 13/8 12/8 11/8 11/9 11/10 11/11 11/12 11/13 11/14 11/15 11/16,21/11 21/12 21/13 21/14 22/14 22/13 22/12 22/11,3100,22/3,False
769,1,right,18/8,1/0/0,18 8 11 10,10,18/8 17/8 16/8 15/8 14/8 13/8 12/8 11/8 11/9 11/10 11/11 11/12 11/13 11/14 11/15,21/10 21/11 21/12 21/13 21/14 22/14 22/13 22/12,3100,22/3,False
770,1,right,19/8,1/0/0,19 8 10 10,10,19/8 18/8 17/8 16/8 15/8 14/8 13/8 12/8 11/8 11/9 11/10 11/11 11/12 11/13 11/14,21/9 21/10 21/11 21/12 21/13 21/14 22/14 22/13,3100,22/3,False
771,1,right,20/8,1/0/0,20 8 9 10,10,20/8 19/8 18/8 17/8 16/8 15/8 14/8 13/8 12/8 11/8 11/9 11/10 11/11 11/12 11/13,21/8 21/9 21/10 21/11 21/12 21/13 21/14 22/14,3100,22/3,True
772,1,right,21/8,-1/0/0,21 8 8 10,10,26/9 27/9 28/9,4/9 3/9 2/9,2900,9/1,False
773,1,right,25/9,-1/0/0,25 9 4 9,10,25/9 26/9 27/9,5/9 4/9 3/9,2900,9/1,False
774,1,right,24/9,-1/0/0,24 9 5 9,10,24/9 25/9 26/9,6/9 5/9 4/9,2900,9/1,False
775,1,right,23/9,-1/0/0,23 9 6 9,10,23/9 24/9 25/9,7/9 6/9 5/9,2900,9/1,False
776,1,right,22/9,-1/0/0,22 9 7 9,10,22/9 23/9 24/9,7/8 7/9 6/9,2900,9/1,False
777,1,right,21/9,-1/0/0,21 9 8 9,10,21/9 22/9 23/9,7/7 7/8 7/9,2900,9/1,False
778,1,right,20/9,-1/0/0,20 9 9 9,10,20/9 21/9 22/9,7/6 7/7 7/8,2900,9/1,False
779,1,right,19/9,-1/0/0,19 9 10 9,10,19/9 20/9 21/9,7/5 7/6 7/7,2900,9/1,False
780,1,right,18/9,-1/0/0,18 9 11 9,10,18/9 19/9 20/9,7/4 7/5 7/6,2900,9/1,False
781,1,right,17/9,-1/0/0,17 9 12 9,10,17/9 18/9 19/9,7/3 7/4 7/5,2900,9/1,False
782,1,right,16/9,-1/0/0,16 9 13 9,10,16/9 17/9 18/9,7/2 7/3 7/4,2900,9/1,False
783,1,right,15/9,-1/0/0,15 9 14 9,10,15/9 16/9 17/9,7/1 7/2 7/3,2900,9/1,False
784,1,right,14/9,-1/0/0,14 9 15 9,10,14/9 15/9 16/9,8/1 7/1 7/2,2900,9/1,False
785,1,right,13/9,-1/0/0,13 9 16 9,10,13/9 14/9 15/9,9/1 8/1,2900,10/17,False
786,1,down,12/9,-1/0/0,12 9 17 9,10,12/9 13/9 14/9,10/1 9/1 8/1 7/1,2900,10/17,False
787,1,down,12/10,0/0/-1,12 10 17 8,10,12/10 12/9 13/9,11/1 10/1 9/1 8/1,2900,10/17,False
788,1,down,12/11,0/0/-1,12 11 17 7,10,12/11 12/10 12/9,12/1 11/1 10/1 9/1,2900,10/17,False
789,1,down,12/12,0/0/-1,12 12 17 6,10,12/12 12/11 12/10,13/1 12/1 11/1 10/1,2900,10/17,False
790,1,down,12/13,0/0/-1,12 13 17 5,10,12/13 12/12 12/11,14/1 13/1 12/1 11/1,2900,10/17,True
791,1,down,12/14,0/0/-1,12 14 17 4,10,12/14 12/13 12/12,15/1 14/1 13/1 12/1,2900,10/17,True
792,1,down,12/15,0/0/-1,12 15 17 3,10,12/15 12/14 12/13,16/1 15/1 14/1 13/1,2900,10/17,True
793,1,down,12/16,0/0/-1,12 16 17 2,10,12/16 12/15 12/14,17/1 16/1 15/1 14/1,2900,10/17,True
794,1,left,12/17,0/0/-1,12 17 17 1,10,12/17 12/16 12/15,18/1 17/1 16/1 15/1,2900,10/17,True
795,1,left,11/17,-1/0/0,11 17 18 1,10,11/17 12/17 12/16,19/1 18/1 17/1 16/1,2900,10/17,False
796,1,left,10/17,-1/0/0,10 17 19 1,10,10/17 11/17,20/1 19/1 18/1 17/1,3000,4/12,False
797,1,left,9/17,-1/0/0,9 17 20 1,10,9/17 10/17 11/17 12/17,20/2 20/1 19/1 18/1,3000,4/12,False
798,1,left,8/17,-1/0/0,8 17 21 1,10,8/17 9/17 10/17 11/17,20/3 20/2 20/1 19/1,3000,4/12,False
799,1,left,7/17,-1/0/0,7 17 22 1,10,7/17 8/17 9/17 10/17,20/4 20/3 20/2 20/1,3000,4/12,False
800,1,left,6/17,-1/0/0,6 17 23 1,10,6/17 7/17 8/17 9/17,19/4 20/4 20/3 20/2,3000,4/12,False
801,1,left,5/17,-1/0/0,5 17 24 1,10,5/17 6/17 7/17 8/17,18/4 19/4 20/4 20/3,3000,4/12,False
802,1,up,4/17,-1/0/0,4 17 25 1,10,4/17 5/17 6/17 7/17,17/4 18/4 19/4 20/4,3000,4/12,True
803,1,up,4/16,0/0/1,4 16 25 2,10,4/16 4/17 5/17 6/17,16/4 17/4 18/4 19/4,3000,4/12,False
804,1,up,4/15,0/0/1,4 15 25 3,10,4/15 4/16 4/17 5/17,15/4 16/4 17/4 18/4,3000,4/12,False
805,1,up,4/14,0/0/1,4 14 25 4,10,4/14 4/15 4/16 4/17,14/4 15/4 16/4 17/4,3000,4/12,False
806,1,up,4/13,0/0/1,4 13 25 5,10,4/13 4/14 4/15 4/16,13/4 14/4 15/4 16/4,3000,4/12,False
807,1,up,4/12,0/0/1,4 12 25 6,10,4/12 4/13 4/14,12/4 13/4 14/4 15/4,3100,2/11,False
808,1,left,4/11,0/0/1,4 11 25 7,10,4/11 4/12 4/13 4/14 4/15,11/4 12/4 13/4 14/4,3100,2/11,False
809,1,left,3/11,-1/0/0,3 11 26 7,10,3/11 4/11 4/12 4/13 4/14,10/4 11/4 12/4 13/4,3100,2/11,True
810,1,down,2/11,-1/0/0,2 11 27 7,10,2/11 3/11 4/11 4/12,9/4 10/4 11/4 12/4,3200,13/17,True
811,1,down,2/12,0/0/-1,2 12 27 6,10,2/12 2/11 3/11 4/11 4/12 4/13,8/4 9/4 10/4 11/4,3200,13/17,False
