id,weight:float,answer:direction,timeStamp:DateTime,position:vector2,headDirection:vector3,DistanceToWalls:floatList,Score:float,myPartsNodes:vector2List,otherSnakePartsNode:vector2List,levelScore:float,fruitPos:vector2,inTrackToCollide:bool
525,1,left,27/08/2025 18:41:03,18/8,-1/0/0,18 8 11 10,10,18/8 19/8 20/8 21/8 22/8,3/3 4/3 5/3 6/3 7/3 8/3 9/3,500,1/7,False
526,1,left,27/08/2025 18:41:03,17/8,-1/0/0,17 8 12 10,10,17/8 18/8 19/8 20/8 21/8,2/3 3/3 4/3 5/3 6/3 7/3 8/3,500,1/7,False
527,1,left,27/08/2025 18:41:03,16/8,-1/0/0,16 8 13 10,10,16/8 17/8 18/8 19/8 20/8,1/3 2/3 3/3 4/3 5/3 6/3 7/3,500,1/7,False
528,1,left,27/08/2025 18:41:03,15/8,-1/0/0,15 8 14 10,10,15/8 16/8 17/8 18/8 19/8,1/4 1/3 2/3 3/3 4/3 5/3 6/3,500,1/7,False
529,1,left,27/08/2025 18:41:03,14/8,-1/0/0,14 8 15 10,10,14/8 15/8 16/8 17/8 18/8,1/5 1/4 1/3 2/3 3/3 4/3 5/3,500,1/7,False
530,1,left,27/08/2025 18:41:04,13/8,-1/0/0,13 8 16 10,10,13/8 14/8 15/8 16/8 17/8,1/6 1/5 1/4 1/3 2/3 3/3 4/3,500,1/7,False
531,1,left,27/08/2025 18:41:04,12/8,-1/0/0,12 8 17 10,10,12/8 13/8 14/8 15/8 16/8,1/7 1/6 1/5 1/4 1/3 2/3,500,23/10,False
532,1,left,27/08/2025 18:41:04,11/8,-1/0/0,11 8 18 10,10,11/8 12/8 13/8 14/8 15/8,2/7 1/7 1/6 1/5 1/4 1/3 2/3 3/3,500,23/10,False
533,1,left,27/08/2025 18:41:04,10/8,-1/0/0,10 8 19 10,10,10/8 11/8 12/8 13/8 14/8,3/7 2/7 1/7 1/6 1/5 1/4 1/3 2/3,500,23/10,False
534,1,left,27/08/2025 18:41:04,9/8,-1/0/0,9 8 20 10,10,9/8 10/8 11/8 12/8 13/8,4/7 3/7 2/7 1/7 1/6 1/5 1/4 1/3,500,23/10,False
535,1,down,27/08/2025 18:41:05,8/8,-1/0/0,8 8 21 10,10,8/8 9/8 10/8 11/8 12/8,5/7 4/7 3/7 2/7 1/7 1/6 1/5 1/4,500,23/10,False
536,1,right,27/08/2025 18:41:05,8/9,0/0/-1,8 9 21 9,10,8/9 8/8 9/8 10/8 11/8,6/7 5/7 4/7 3/7 2/7 1/7 1/6 1/5,500,23/10,False
537,1,right,27/08/2025 18:41:05,9/9,1/0/0,9 9 20 9,10,9/9 8/9 8/8 9/8 10/8,7/7 6/7 5/7 4/7 3/7 2/7 1/7 1/6,500,23/10,False
538,1,right,27/08/2025 18:41:05,10/9,1/0/0,10 9 19 9,10,10/9 9/9 8/9 8/8 9/8,8/7 7/7 6/7 5/7 4/7 3/7 2/7 1/7,500,23/10,False
539,1,right,27/08/2025 18:41:05,11/9,1/0/0,11 9 18 9,10,11/9 10/9 9/9 8/9 8/8,9/7 8/7 7/7 6/7 5/7 4/7 3/7 2/7,500,23/10,False
540,1,right,27/08/2025 18:41:06,12/9,1/0/0,12 9 17 9,10,12/9 11/9 10/9 9/9 8/9,10/7 9/7 8/7 7/7 6/7 5/7 4/7 3/7,500,23/10,False
541,1,right,27/08/2025 18:41:06,13/9,1/0/0,13 9 16 9,10,13/9 12/9 11/9 10/9 9/9,11/7 10/7 9/7 8/7 7/7 6/7 5/7 4/7,500,23/10,False
542,1,right,27/08/2025 18:41:06,14/9,1/0/0,14 9 15 9,10,14/9 13/9 12/9 11/9 10/9,12/7 11/7 10/7 9/7 8/7 7/7 6/7 5/7,500,23/10,False
543,1,right,27/08/2025 18:41:06,15/9,1/0/0,15 9 14 9,10,15/9 14/9 13/9 12/9 11/9,13/7 12/7 11/7 10/7 9/7 8/7 7/7 6/7,500,23/10,False
544,1,right,27/08/2025 18:41:06,16/9,1/0/0,16 9 13 9,10,16/9 15/9 14/9 13/9 12/9,14/7 13/7 12/7 11/7 10/7 9/7 8/7 7/7,500,23/10,False
545,1,right,27/08/2025 18:41:07,17/9,1/0/0,17 9 12 9,10,17/9 16/9 15/9 14/9 13/9,15/7 14/7 13/7 12/7 11/7 10/7 9/7 8/7,500,23/10,False
546,1,down,27/08/2025 18:41:07,18/9,1/0/0,18 9 11 9,10,18/9 17/9 16/9 15/9 14/9,16/7 15/7 14/7 13/7 12/7 11/7 10/7 9/7,500,23/10,False
547,1,right,27/08/2025 18:41:07,18/10,0/0/-1,18 10 11 8,10,18/10 18/9 17/9 16/9 15/9,17/7 16/7 15/7 14/7 13/7 12/7 11/7 10/7,500,23/10,False
548,1,right,27/08/2025 18:41:07,19/10,1/0/0,19 10 10 8,10,19/10 18/10 18/9 17/9 16/9,18/7 17/7 16/7 15/7 14/7 13/7 12/7 11/7,500,23/10,False
549,1,right,27/08/2025 18:41:07,20/10,1/0/0,20 10 9 8,10,20/10 19/10 18/10 18/9 17/9,19/7 18/7 17/7 16/7 15/7 14/7 13/7 12/7,500,23/10,False
550,1,right,27/08/2025 18:41:08,21/10,1/0/0,21 10 8 8,10,21/10 20/10 19/10 18/10 18/9,20/7 19/7 18/7 17/7 16/7 15/7 14/7 13/7,500,23/10,False
551,1,right,27/08/2025 18:41:08,22/10,1/0/0,22 10 7 8,10,22/10 21/10 20/10 19/10 18/10,21/7 20/7 19/7 18/7 17/7 16/7 15/7 14/7,500,23/10,False
552,1,right,27/08/2025 18:41:08,23/10,1/0/0,23 10 6 8,10,23/10 22/10 21/10 20/10,22/7 21/7 20/7 19/7 18/7 17/7 16/7 15/7,600,1/6,False
553,1,up,27/08/2025 18:41:08,24/10,1/0/0,24 10 5 8,10,24/10 23/10 22/10 21/10 20/10 19/10,23/7 22/7 21/7 20/7 19/7 18/7 17/7 16/7,600,1/6,False
554,1,left,27/08/2025 18:41:08,24/9,0/0/1,24 9 5 9,10,24/9 24/10 23/10 22/10 21/10 20/10,24/7 23/7 22/7 21/7 20/7 19/7 18/7 17/7,600,1/6,True
555,1,left,27/08/2025 18:41:09,23/9,-1/0/0,23 9 6 9,10,23/9 24/9 24/10 23/10 22/10 21/10,25/7 24/7 23/7 22/7 21/7 20/7 19/7 18/7,600,1/6,False
556,1,left,27/08/2025 18:41:09,22/9,-1/0/0,22 9 7 9,10,22/9 23/9 24/9 24/10 23/10 22/10,26/7 25/7 24/7 23/7 22/7 21/7 20/7 19/7,600,1/6,False
557,1,left,27/08/2025 18:41:09,21/9,-1/0/0,21 9 8 9,10,21/9 22/9 23/9 24/9 24/10 23/10,26/6 26/7 25/7 24/7 23/7 22/7 21/7 20/7,600,1/6,False
558,1,left,27/08/2025 18:41:09,20/9,-1/0/0,20 9 9 9,10,20/9 21/9 22/9 23/9 24/9 24/10,26/5 26/6 26/7 25/7 24/7 23/7 22/7 21/7,600,1/6,False
559,1,left,27/08/2025 18:41:10,19/9,-1/0/0,19 9 10 9,10,19/9 20/9 21/9 22/9 23/9 24/9,25/5 26/5 26/6 26/7 25/7 24/7 23/7 22/7,600,1/6,False
560,1,left,27/08/2025 18:41:10,18/9,-1/0/0,18 9 11 9,10,18/9 19/9 20/9 21/9 22/9 23/9,24/5 25/5 26/5 26/6 26/7 25/7 24/7 23/7,600,1/6,False
561,1,left,27/08/2025 18:41:10,17/9,-1/0/0,17 9 12 9,10,17/9 18/9 19/9 20/9 21/9 22/9,23/5 24/5 25/5 26/5 26/6 26/7 25/7 24/7,600,1/6,False
562,1,left,27/08/2025 18:41:10,16/9,-1/0/0,16 9 13 9,10,16/9 17/9 18/9 19/9 20/9 21/9,22/5 23/5 24/5 25/5 26/5 26/6 26/7 25/7,600,1/6,False
563,1,left,27/08/2025 18:41:10,15/9,-1/0/0,15 9 14 9,10,15/9 16/9 17/9 18/9 19/9 20/9,21/5 22/5 23/5 24/5 25/5 26/5 26/6 26/7,600,1/6,False
564,1,left,27/08/2025 18:41:11,14/9,-1/0/0,14 9 15 9,10,14/9 15/9 16/9 17/9 18/9 19/9,20/5 21/5 22/5 23/5 24/5 25/5 26/5 26/6,600,1/6,False
565,1,left,27/08/2025 18:41:11,13/9,-1/0/0,13 9 16 9,10,13/9 14/9 15/9 16/9 17/9 18/9,19/5 20/5 21/5 22/5 23/5 24/5 25/5 26/5,600,1/6,False
566,1,left,27/08/2025 18:41:11,12/9,-1/0/0,12 9 17 9,10,12/9 13/9 14/9 15/9 16/9 17/9,18/5 19/5 20/5 21/5 22/5 23/5 24/5 25/5,600,1/6,False
567,1,down,27/08/2025 18:41:11,11/9,-1/0/0,11 9 18 9,10,11/9 12/9 13/9 14/9 15/9 16/9,17/5 18/5 19/5 20/5 21/5 22/5 23/5 24/5,600,1/6,False
568,1,down,27/08/2025 18:41:11,11/10,0/0/-1,11 10 18 8,10,11/10 11/9 12/9 13/9 14/9 15/9,16/5 17/5 18/5 19/5 20/5 21/5 22/5 23/5,600,1/6,False
569,1,down,27/08/2025 18:41:12,11/11,0/0/-1,11 11 18 7,10,11/11 11/10 11/9 12/9 13/9 14/9,15/5 16/5 17/5 18/5 19/5 20/5 21/5 22/5,600,1/6,False
570,1,right,27/08/2025 18:41:12,11/12,0/0/-1,11 12 18 6,10,11/12 11/11 11/10 11/9 12/9 13/9,14/5 15/5 16/5 17/5 18/5 19/5 20/5 21/5,600,1/6,False
571,1,right,27/08/2025 18:41:12,12/12,1/0/0,12 12 17 6,10,12/12 11/12 11/11 11/10 11/9 12/9,13/5 14/5 15/5 16/5 17/5 18/5 19/5 20/5,600,1/6,False
572,1,right,27/08/2025 18:41:12,13/12,1/0/0,13 12 16 6,10,13/12 12/12 11/12 11/11 11/10 11/9,12/5 13/5 14/5 15/5 16/5 17/5 18/5 19/5,600,1/6,False
573,1,right,27/08/2025 18:41:12,14/12,1/0/0,14 12 15 6,10,14/12 13/12 12/12 11/12 11/11 11/10,11/5 12/5 13/5 14/5 15/5 16/5 17/5 18/5,600,1/6,False
574,1,right,27/08/2025 18:41:13,15/12,1/0/0,15 12 14 6,10,15/12 14/12 13/12 12/12 11/12 11/11,10/5 11/5 12/5 13/5 14/5 15/5 16/5 17/5,600,1/6,False
575,1,right,27/08/2025 18:41:13,16/12,1/0/0,16 12 13 6,10,16/12 15/12 14/12 13/12 12/12 11/12,9/5 10/5 11/5 12/5 13/5 14/5 15/5 16/5,600,1/6,False
576,1,right,27/08/2025 18:41:13,17/12,1/0/0,17 12 12 6,10,17/12 16/12 15/12 14/12 13/12 12/12,8/5 9/5 10/5 11/5 12/5 13/5 14/5 15/5,600,1/6,False
577,1,right,27/08/2025 18:41:13,18/12,1/0/0,18 12 11 6,10,18/12 17/12 16/12 15/12 14/12 13/12,7/5 8/5 9/5 10/5 11/5 12/5 13/5 14/5,600,1/6,False
578,1,right,27/08/2025 18:41:13,19/12,1/0/0,19 12 10 6,10,19/12 18/12 17/12 16/12 15/12 14/12,6/5 7/5 8/5 9/5 10/5 11/5 12/5 13/5,600,1/6,False
579,1,right,27/08/2025 18:41:14,20/12,1/0/0,20 12 9 6,10,20/12 19/12 18/12 17/12 16/12 15/12,5/5 6/5 7/5 8/5 9/5 10/5 11/5 12/5,600,1/6,False
580,1,right,27/08/2025 18:41:14,21/12,1/0/0,21 12 8 6,10,21/12 20/12 19/12 18/12 17/12 16/12,4/5 5/5 6/5 7/5 8/5 9/5 10/5 11/5,600,1/6,False
581,1,right,27/08/2025 18:41:14,22/12,1/0/0,22 12 7 6,10,22/12 21/12 20/12 19/12 18/12 17/12,3/5 4/5 5/5 6/5 7/5 8/5 9/5 10/5,600,1/6,False
582,1,right,27/08/2025 18:41:14,23/12,1/0/0,23 12 6 6,10,23/12 22/12 21/12 20/12 19/12 18/12,2/5 3/5 4/5 5/5 6/5 7/5 8/5 9/5,600,1/6,False
583,1,right,27/08/2025 18:41:14,24/12,1/0/0,24 12 5 6,10,24/12 23/12 22/12 21/12 20/12 19/12,2/6 2/5 3/5 4/5 5/5 6/5 7/5 8/5,600,1/6,False
584,1,right,27/08/2025 18:41:15,25/12,1/0/0,25 12 4 6,10,25/12 24/12 23/12 22/12 21/12 20/12,2/7 2/6 2/5 3/5 4/5 5/5 6/5 7/5,600,1/6,True
585,1,right,27/08/2025 18:41:15,26/12,1/0/0,26 12 3 6,10,26/12 25/12 24/12 23/12 22/12 21/12,2/8 2/7 2/6 2/5 3/5 4/5 5/5 6/5,600,1/6,True
586,1,right,27/08/2025 18:41:15,27/12,1/0/0,27 12 2 6,10,27/12 26/12 25/12 24/12 23/12 22/12,1/8 2/8 2/7 2/6 2/5 3/5 4/5 5/5,600,1/6,True
587,1,right,27/08/2025 18:41:15,28/12,1/0/0,28 12 1 6,10,28/12 27/12 26/12 25/12 24/12 23/12,1/7 1/8 2/8 2/7 2/6 2/5 3/5 4/5,600,1/6,True
